issue_number,turn_count,reassignment_count,reopen_count,resolution_success,sla_breach_flag,sla_remaining_norm,sla_limit_hours,frustration_score,interaction_depth,first_response_time_hours
108501,1,1,0,1,1,0.0,72.0,0.0255,2,184.78
108488,3,1,0,1,0,0.6269,72.0,0.0382,3,7.19
108471,4,1,0,1,1,0.0,72.0,0.0446,3,9.6
108306,2,1,0,1,1,0.0,72.0,0.0318,3,3.14
108305,2,2,0,1,1,0.0,72.0,0.051,4,99.22
108268,5,2,0,1,1,0.0,72.0,0.0701,4,53.81
108266,3,1,0,1,1,0.0,72.0,0.0382,4,12.54
108143,2,1,0,1,1,0.0,72.0,0.0318,3,15.64
108094,3,2,0,1,1,0.0,72.0,0.0573,5,2.04
108077,1,1,0,0,1,0.0,72.0,0.0255,2,746.22
108073,3,2,0,1,1,0.0,72.0,0.0573,5,193.42
108072,2,1,0,0,1,0.0,72.0,0.0318,2,746.2
107978,2,2,0,0,0,0.2799,72.0,0.051,3,16.0
107723,1,1,0,0,0,0.9869,72.0,0.0255,2,0.94
107670,2,1,0,0,0,0.2211,72.0,0.0318,3,55.73
107439,2,2,0,0,1,0.0,72.0,0.051,4,216.95
107125,3,1,0,1,1,0.0,72.0,0.0382,4,106.19
107123,2,2,0,0,1,0.0,72.0,0.051,4,219.69
106760,4,1,0,0,1,0.0,72.0,0.0446,5,31.61
106494,3,1,0,1,1,0.0,72.0,0.0382,4,480.55
106378,2,3,0,0,1,0.0,72.0,0.0701,5,15.7
106085,2,1,0,0,0,0.7764,72.0,0.0318,2,14.82
105870,2,1,0,1,1,0.0,72.0,0.0318,3,0.05
105858,6,1,0,0,0,0.6389,72.0,0.0573,3,0.01
105815,10,2,0,1,1,0.0,72.0,0.1019,5,0.87
105729,2,2,0,0,1,0.0,72.0,0.051,4,3.18
105638,1,2,0,0,1,0.0,72.0,0.0446,3,114.94
105470,2,2,0,1,1,0.0,72.0,0.051,3,166.94
105332,2,2,0,0,1,0.0,72.0,0.051,4,1800.28
105303,1,2,0,0,1,0.0,72.0,0.0446,3,90.3
105098,1,2,0,0,1,0.0,72.0,0.0446,3,61.8
105092,3,2,0,0,0,0.1056,72.0,0.0573,4,0.09
104861,1,2,0,0,1,0.0,72.0,0.0446,3,1999.12
104859,1,2,0,0,1,0.0,72.0,0.0446,3,336.48
104858,1,2,0,0,1,0.0,72.0,0.0446,3,2092.35
104856,1,2,0,0,1,0.0,72.0,0.0446,3,2142.66
104855,1,2,0,0,1,0.0,72.0,0.0446,3,2019.39
104845,1,2,0,0,1,0.0,72.0,0.0446,3,1852.85
104763,2,1,0,1,1,0.0,72.0,0.0318,3,143.21
104564,3,1,0,0,1,0.0,72.0,0.0382,3,21.73
104521,9,1,0,1,1,0.0,72.0,0.0764,3,98.4
104364,1,1,0,0,1,0.0,72.0,0.0255,2,444.28
104363,1,1,0,0,1,0.0,72.0,0.0255,2,444.11
104361,1,1,0,0,1,0.0,72.0,0.0255,2,443.92
104360,1,1,0,1,1,0.0,72.0,0.0255,2,410.21
104359,1,1,0,0,1,0.0,72.0,0.0255,2,409.95
104313,4,4,0,1,1,0.0,72.0,0.1019,8,186.83
104297,5,1,0,1,0,0.3696,72.0,0.051,2,1.01
104261,1,1,0,1,1,0.0,72.0,0.0255,2,437.56
104260,1,1,0,0,1,0.0,72.0,0.0255,2,437.1
104259,1,1,0,0,1,0.0,72.0,0.0255,2,348.54
104258,1,1,0,0,1,0.0,72.0,0.0255,2,309.19
104257,1,1,0,0,1,0.0,72.0,0.0255,2,307.67
104080,1,1,0,0,1,0.0,72.0,0.0255,2,386.81
104079,1,1,0,0,1,0.0,72.0,0.0255,2,386.61
104078,2,1,0,0,1,0.0,72.0,0.0318,3,371.0
104077,1,1,0,0,1,0.0,72.0,0.0255,2,345.07
104076,1,1,0,0,1,0.0,72.0,0.0255,2,343.63
104074,3,1,0,1,1,0.0,72.0,0.0382,2,100.31
104016,1,1,0,0,1,0.0,72.0,0.0255,2,309.56
103999,1,1,0,0,1,0.0,72.0,0.0255,2,316.87
103998,1,1,0,0,1,0.0,72.0,0.0255,2,137.4
103994,1,1,0,0,1,0.0,72.0,0.0255,2,100.14
103920,1,1,0,0,1,0.0,72.0,0.0255,2,0.01
103918,1,1,0,0,1,0.0,72.0,0.0255,2,105.78
103915,1,1,0,0,1,0.0,72.0,0.0255,2,0.01
103823,1,2,0,0,1,0.0,72.0,0.0446,3,21.93
103660,2,2,0,1,1,0.0,72.0,0.051,4,0.02
103630,1,3,0,1,1,0.0,72.0,0.0637,4,376.44
103590,7,4,0,1,1,0.0,72.0,0.121,8,311.74
103538,2,3,0,1,1,0.0,72.0,0.0701,5,409.15
103536,2,3,0,1,1,0.0,72.0,0.0701,5,407.96
103531,3,1,0,1,1,0.0,72.0,0.0382,4,109.75
103506,2,2,0,1,1,0.0,72.0,0.051,4,144.49
103470,1,1,0,1,1,0.0,72.0,0.0255,2,155.77
103469,1,1,0,1,1,0.0,72.0,0.0255,2,155.51
103434,2,1,0,0,1,0.0,72.0,0.0318,3,2.68
103430,6,1,0,1,0,0.2975,72.0,0.0573,3,50.09
103429,2,3,0,1,1,0.0,72.0,0.0701,5,0.01
103407,4,1,0,1,1,0.0,72.0,0.0446,5,0.02
103352,2,1,0,1,1,0.0,72.0,0.0318,3,224.25
103263,2,2,0,1,1,0.0,72.0,0.051,4,609.27
102880,1,1,0,0,1,0.0,72.0,0.0255,2,67.41
102870,1,1,0,0,1,0.0,72.0,0.0255,2,74.4
102864,9,3,0,1,1,0.0,72.0,0.1146,6,50.61
102812,6,1,0,1,1,0.0,72.0,0.0573,5,30.02
102743,3,1,0,1,1,0.0,72.0,0.0382,4,106.4
102572,3,2,0,0,1,0.0,72.0,0.0573,4,383.65
102492,3,1,0,1,1,0.0,72.0,0.0382,3,0.87
102490,4,3,0,1,1,0.0,72.0,0.0828,6,25.93
102475,8,1,0,1,1,0.0,72.0,0.0701,3,70.95
102416,2,1,0,0,1,0.0,72.0,0.0318,2,84.76
102349,3,1,0,1,1,0.0,72.0,0.0382,3,0.02
102343,3,1,0,1,1,0.0,72.0,0.0382,3,0.02
102206,2,1,0,0,1,0.0,72.0,0.0318,3,23.06
102158,4,1,0,0,0,0.2214,72.0,0.0446,3,0.38
102071,6,2,0,0,1,0.0,72.0,0.0764,5,7.57
102065,2,1,0,1,1,0.0,72.0,0.0318,3,9.15
102055,1,1,0,0,0,0.4894,72.0,0.0255,2,36.76
102044,2,1,0,0,1,0.0,72.0,0.0318,3,15.52
102027,3,1,0,1,1,0.0,72.0,0.0382,3,0.04
101960,1,1,0,0,1,0.0,72.0,0.0255,2,14.97
101889,3,3,0,1,1,0.0,72.0,0.0764,6,62.07
101746,3,1,0,1,1,0.0,72.0,0.0382,4,21.88
101578,1,1,0,0,1,0.0,72.0,0.0255,2,0.02
101521,3,1,0,1,1,0.0,72.0,0.0382,3,0.05
101516,3,1,0,1,1,0.0,72.0,0.0382,3,0.02
101499,4,1,0,1,1,0.0,72.0,0.0446,3,211.28
101472,4,2,0,1,1,0.0,72.0,0.0637,6,0.02
101397,1,3,0,1,1,0.0,72.0,0.0637,4,1248.99
101391,2,1,0,0,1,0.0,72.0,0.0318,3,252.83
101361,2,3,0,1,1,0.0,72.0,0.0701,5,1.68
101307,5,1,0,0,1,0.0,72.0,0.051,4,21.63
101296,4,1,0,0,1,0.0,72.0,0.0446,2,0.01
101201,4,1,0,1,1,0.0,72.0,0.0446,4,5.44
101188,3,1,0,0,1,0.0,72.0,0.0382,3,215.79
101183,2,1,0,0,1,0.0,72.0,0.0318,2,212.16
101181,2,1,0,0,1,0.0,72.0,0.0318,2,212.28
101142,12,1,0,1,1,0.0,72.0,0.0955,4,43.98
101115,2,1,0,1,1,0.0,72.0,0.0318,3,32.12
101017,1,1,0,1,1,0.0,72.0,0.0255,2,97.16
100872,2,1,0,1,1,0.0,72.0,0.0318,3,3.29
100689,2,1,0,1,0,0.3482,72.0,0.0318,3,43.12
100590,1,1,0,1,1,0.0,72.0,0.0255,2,3933.01
100533,1,4,0,0,1,0.0,72.0,0.0828,5,635.77
100522,1,1,0,1,0,0.6206,72.0,0.0255,2,0.07
100519,2,1,0,0,1,0.0,72.0,0.0318,2,165.66
100517,2,1,0,1,1,0.0,72.0,0.0318,2,165.85
100500,1,1,0,0,0,0.5721,72.0,0.0255,2,0.03
100442,3,1,0,0,1,0.0,72.0,0.0382,4,0.65
100434,1,3,0,0,1,0.0,72.0,0.0637,4,1572.07
100327,1,1,0,1,1,0.0,72.0,0.0255,2,242.62
100317,1,2,0,0,1,0.0,72.0,0.0446,3,71.29
100300,2,1,0,1,0,0.8743,72.0,0.0318,3,8.9
100237,4,1,0,1,1,0.0,72.0,0.0446,3,167.5
100234,1,1,0,0,1,0.0,72.0,0.0255,2,0.02
100138,1,1,0,0,1,0.0,72.0,0.0255,2,0.02
100134,1,1,0,0,1,0.0,72.0,0.0255,2,0.02
99991,5,1,0,1,1,0.0,72.0,0.051,5,335.92
177822,1,0,0,0,0,0.9997,72.0,0.0064,1,1.67
177638,4,1,0,0,0,0.8074,72.0,0.0446,3,2.55
177634,1,0,0,0,0,0.9996,72.0,0.0064,1,2.23
177603,2,0,0,0,0,0.7481,72.0,0.0127,2,1.8
177517,3,0,0,1,0,0.8582,72.0,0.0191,2,6.63
177485,2,1,0,1,0,0.3371,72.0,0.0318,3,25.15
177442,5,0,0,1,1,0.0,72.0,0.0318,3,2.56
177426,3,1,0,1,1,0.0,72.0,0.0382,4,77.28
177406,2,0,0,0,0,0.9908,72.0,0.0127,2,0.57
177318,4,0,0,1,1,0.0,72.0,0.0255,3,61.54
177141,1,0,0,0,0,0.9882,72.0,0.0064,1,0.85
177044,4,0,0,0,1,0.0,72.0,0.0255,4,0.81
177030,6,0,0,1,0,0.6661,72.0,0.0382,3,0.16
177029,2,0,0,0,0,0.7104,168.0,0.0127,2,46.29
177017,9,0,0,1,1,0.0,72.0,0.0573,5,3.22
177013,2,0,0,0,0,0.7552,168.0,0.0127,2,5.22
176993,5,0,0,1,1,0.0,72.0,0.0318,3,0.31
176862,2,0,0,1,1,0.0,72.0,0.0127,2,19.98
176851,2,0,0,0,1,0.0,72.0,0.0127,2,39.06
176833,6,1,0,0,0,0.0271,72.0,0.0573,3,0.01
176829,4,0,0,1,0,0.6421,72.0,0.0255,4,2.06
176767,2,0,0,1,0,0.0421,72.0,0.0127,1,40.4
176739,3,0,0,1,1,0.0,72.0,0.0191,2,95.37
176711,4,0,0,1,1,0.0,72.0,0.0255,4,65.54
176660,6,0,1,1,0,0.9831,72.0,0.0637,3,0.02
176630,1,0,0,0,0,0.9993,72.0,0.0064,1,0.05
176621,2,0,0,0,1,0.0,72.0,0.0127,2,99.22
176608,2,0,0,0,0,0.6582,72.0,0.0127,2,0.15
176585,8,0,0,1,1,0.0,72.0,0.051,5,5.11
176581,5,0,1,1,1,0.0,72.0,0.0573,2,6.07
176565,3,1,0,0,1,0.0,72.0,0.0382,4,9.18
176560,5,1,0,1,0,0.856,72.0,0.051,3,0.37
176446,2,0,0,0,0,0.2251,72.0,0.0127,2,0.35
176443,2,0,0,0,1,0.0,72.0,0.0127,2,11.34
176427,2,0,0,1,0,0.8246,72.0,0.0127,2,0.75
176417,5,2,0,1,1,0.0,72.0,0.0701,6,141.68
176391,3,0,1,1,1,0.0,72.0,0.0446,2,284.31
176375,4,1,0,1,0,0.4261,72.0,0.0446,4,0.05
176373,2,0,0,0,1,0.0,72.0,0.0127,2,133.56
176358,1,0,0,1,1,0.0,72.0,0.0064,1,342.22
176347,3,0,0,0,1,0.0,72.0,0.0191,2,25.04
176254,2,0,0,0,1,0.0,72.0,0.0127,2,88.56
176192,2,0,0,1,1,0.0,72.0,0.0127,1,44.06
176176,0,0,0,0,1,0.0,72.0,0.0,0,-1.0
176154,3,1,0,0,1,0.0,72.0,0.0382,3,3.6
176133,3,1,0,1,0,0.8111,72.0,0.0382,3,11.71
176126,3,0,0,0,1,0.0,72.0,0.0191,2,78.47
176125,1,0,0,0,0,0.1471,72.0,0.0064,1,0.36
176102,1,0,0,0,1,0.0,72.0,0.0064,1,75.31
176093,4,0,0,1,1,0.0,72.0,0.0255,3,26.77
176080,4,1,0,1,1,0.0,72.0,0.0446,4,3.98
176074,1,0,0,0,0,0.5162,72.0,0.0064,1,34.85
176067,4,2,0,1,1,0.0,72.0,0.0637,4,4.4
175982,3,0,0,1,1,0.0,72.0,0.0191,2,0.61
175952,2,1,0,0,1,0.0,72.0,0.0318,3,23.45
175932,2,0,0,1,1,0.0,72.0,0.0127,2,17.2
175875,3,0,0,1,1,0.0,72.0,0.0191,2,0.78
175872,3,0,0,0,1,0.0,72.0,0.0191,2,140.32
175866,4,0,0,0,1,0.0,72.0,0.0255,4,15.68
175856,3,0,0,1,0,0.4056,72.0,0.0191,2,0.07
175854,4,0,0,0,1,0.0,72.0,0.0255,3,42.2
175842,2,0,0,0,0,0.7275,72.0,0.0127,2,9.64
175728,2,0,0,1,0,0.6915,72.0,0.0127,2,21.93
175720,0,0,0,0,0,0.1114,72.0,0.0,0,-1.0
175719,0,0,0,0,0,0.1112,72.0,0.0,0,-1.0
175718,0,0,1,0,1,0.0,72.0,0.0255,0,-1.0
175717,0,0,1,0,1,0.0,72.0,0.0255,0,-1.0
175690,6,1,0,1,0,0.7065,72.0,0.0573,4,0.63
175666,4,0,0,1,0,0.0089,72.0,0.0255,2,0.09
175615,3,0,0,0,1,0.0,72.0,0.0191,3,10.79
175576,2,0,0,1,0,0.7211,72.0,0.0127,2,4.64
175546,3,0,0,1,1,0.0,72.0,0.0191,2,0.08
175545,2,0,0,0,0,0.3292,72.0,0.0127,1,16.93
175539,2,0,0,0,1,0.0,72.0,0.0127,2,6.55
175475,0,0,1,0,1,0.0,72.0,0.0255,0,-1.0
175437,2,0,0,0,0,0.0697,72.0,0.0127,2,3.83
175435,13,0,1,1,1,0.0,72.0,0.1083,7,4.01
175402,1,0,0,0,0,0.9997,72.0,0.0064,1,3.19
175302,2,1,0,0,0,0.81,72.0,0.0318,3,0.03
175250,6,1,0,1,1,0.0,72.0,0.0573,5,138.53
175240,2,0,0,0,0,0.8901,72.0,0.0127,2,6.43
175192,3,1,0,1,0,0.6125,72.0,0.0382,4,9.13
175191,4,0,0,0,0,0.9285,72.0,0.0255,3,1.35
175188,2,0,0,1,0,0.5296,72.0,0.0127,2,0.7
175187,2,0,0,1,0,0.5397,72.0,0.0127,2,0.6
175167,8,1,0,1,1,0.0,72.0,0.0701,2,0.05
175165,3,0,0,0,0,0.6742,72.0,0.0191,3,0.64
175084,2,0,0,1,1,0.0,72.0,0.0127,2,25.75
175065,1,0,0,1,0,0.1026,72.0,0.0064,1,64.61
175024,3,1,0,1,1,0.0,72.0,0.0382,4,3.61
175019,1,0,0,0,0,0.019,72.0,0.0064,1,70.63
174985,6,0,0,1,1,0.0,72.0,0.0382,3,0.88
174963,2,1,0,0,1,0.0,72.0,0.0318,2,170.11
174961,2,0,0,1,1,0.0,72.0,0.0127,2,122.52
174923,7,0,0,1,1,0.0,72.0,0.0446,2,0.51
174921,5,0,0,1,1,0.0,72.0,0.0318,4,0.7
174919,4,0,0,0,1,0.0,72.0,0.0255,3,0.77
174917,4,0,0,1,0,0.63,72.0,0.0255,3,3.1
174900,2,0,0,0,0,0.9875,72.0,0.0127,2,0.08
174898,10,0,0,1,1,0.0,72.0,0.0637,3,4.91
174878,2,0,0,0,0,0.6967,72.0,0.0127,1,20.55
174872,5,1,0,1,1,0.0,72.0,0.051,4,8.51
174861,4,0,0,1,1,0.0,72.0,0.0255,3,0.01
174801,4,1,0,0,1,0.0,72.0,0.0446,5,2.85
174785,3,0,0,1,0,0.9972,72.0,0.0191,2,0.11
174784,2,1,0,0,1,0.0,72.0,0.0318,3,23.77
174775,4,0,0,0,0,0.9519,72.0,0.0255,2,0.68
174770,1,1,0,1,0,0.7576,72.0,0.0255,2,17.45
174731,4,0,0,0,1,0.0,72.0,0.0255,2,0.5
174680,7,1,0,1,0,0.9146,72.0,0.0637,4,0.41
174674,4,0,0,1,1,0.0,72.0,0.0255,3,20.35
174672,2,1,0,0,1,0.0,72.0,0.0318,3,25.72
174666,2,0,0,0,0,0.6629,72.0,0.0127,2,7.93
174637,2,0,0,1,0,0.7842,72.0,0.0127,2,1.34
174601,8,0,0,1,0,0.6933,72.0,0.051,2,4.19
174600,2,0,0,1,0,0.9351,72.0,0.0127,2,1.88
174587,4,1,0,1,1,0.0,72.0,0.0446,4,9.16
174575,7,1,0,0,1,0.0,72.0,0.0637,7,22.49
174551,2,0,0,0,0,0.1981,72.0,0.0127,2,0.81
174502,4,0,0,0,1,0.0,72.0,0.0255,3,0.01
174486,3,1,0,1,0,0.0492,72.0,0.0382,2,0.07
174467,2,1,0,1,1,0.0,72.0,0.0318,3,9.2
174459,3,1,0,0,1,0.0,72.0,0.0382,4,83.16
174441,2,0,0,0,1,0.0,72.0,0.0127,2,0.76
174391,1,0,0,0,0,0.9107,72.0,0.0064,1,6.43
174379,4,1,0,1,1,0.0,72.0,0.0446,5,97.81
174378,2,0,0,0,1,0.0,72.0,0.0127,2,97.84
174353,1,0,0,1,1,0.0,72.0,0.0064,1,337.9
174345,6,0,0,0,1,0.0,72.0,0.0382,2,14.08
174344,8,1,0,1,0,0.4135,72.0,0.0701,4,2.49
174339,5,1,0,1,1,0.0,72.0,0.051,3,0.15
174315,3,1,0,1,0,0.6593,72.0,0.0382,3,0.17
174306,2,0,1,1,0,0.9067,72.0,0.0382,1,4.89
174304,3,0,0,0,1,0.0,72.0,0.0191,2,4.92
174299,2,1,0,0,0,0.7961,72.0,0.0318,2,0.04
174296,1,1,1,1,0,0.2822,72.0,0.051,2,26.2
174284,5,0,0,0,1,0.0,72.0,0.0318,4,0.32
174282,2,1,0,0,1,0.0,72.0,0.0318,3,343.9
174280,12,0,0,0,1,0.0,72.0,0.0764,4,2.25
174265,3,1,0,0,0,0.1894,72.0,0.0382,3,8.8
174246,3,1,0,1,1,0.0,72.0,0.0382,3,0.01
174244,6,0,0,1,0,0.0578,72.0,0.0382,3,3.06
174199,2,0,0,1,1,0.0,72.0,0.0127,2,318.28
174195,6,0,0,1,0,0.1882,72.0,0.0382,2,3.24
174175,0,0,0,0,1,0.0,72.0,0.0,0,-1.0
174174,5,1,0,1,1,0.0,72.0,0.051,4,151.73
174172,4,1,0,0,1,0.0,72.0,0.0446,4,152.04
174166,5,1,0,1,1,0.0,72.0,0.051,6,423.99
174133,2,0,0,0,0,0.7338,72.0,0.0127,2,3.31
174128,2,0,0,0,1,0.0,72.0,0.0127,2,63.46
174124,2,1,1,1,1,0.0,72.0,0.0573,3,93.53
174074,4,2,0,1,1,0.0,72.0,0.0637,5,1.09
174068,3,0,0,1,0,0.9318,72.0,0.0191,3,2.57
174063,5,0,0,1,1,0.0,72.0,0.0318,2,7.87
174051,4,0,0,1,0,0.9082,72.0,0.0255,3,6.49
174050,4,1,0,0,1,0.0,72.0,0.0446,4,6.99
174042,4,1,0,1,0,0.8153,72.0,0.0446,4,9.41
174030,6,1,0,0,1,0.0,72.0,0.0573,5,2.44
174016,2,0,0,1,0,0.9753,72.0,0.0127,2,0.51
174013,5,0,0,0,0,0.2389,72.0,0.0318,4,4.14
174011,4,0,0,1,0,0.6324,72.0,0.0255,2,9.62
173994,1,0,0,0,1,0.0,72.0,0.0064,1,36.45
173991,3,0,0,0,0,0.2208,72.0,0.0191,3,15.54
173985,1,0,0,1,0,0.7772,72.0,0.0064,1,16.04
173972,5,1,0,1,1,0.0,72.0,0.051,4,0.94
173953,2,0,0,0,1,0.0,72.0,0.0127,2,0.01
173944,4,0,0,1,1,0.0,72.0,0.0255,3,4.56
173927,5,0,0,1,1,0.0,72.0,0.0318,3,132.72
173924,3,1,0,1,1,0.0,72.0,0.0382,4,7.29
173915,8,0,0,1,1,0.0,72.0,0.051,5,5.89
173909,4,0,0,1,0,0.9097,72.0,0.0255,3,5.44
173902,6,1,0,0,1,0.0,72.0,0.0573,5,101.63
173871,2,1,0,0,1,0.0,72.0,0.0318,3,142.34
173823,2,0,0,0,1,0.0,72.0,0.0127,2,0.95
173808,4,0,0,0,0,0.5872,72.0,0.0255,2,1.02
173797,2,1,0,1,1,0.0,72.0,0.0318,2,151.7
173795,3,1,0,0,1,0.0,72.0,0.0382,4,4.6
173792,3,0,0,1,1,0.0,72.0,0.0191,3,0.01
173786,2,0,0,0,0,0.9867,72.0,0.0127,2,0.86
173782,2,0,0,0,0,0.7082,72.0,0.0127,2,10.56
173780,2,0,0,0,0,0.5128,72.0,0.0127,2,12.46
173777,1,1,0,1,0,0.6501,72.0,0.0255,2,25.19
173772,3,1,0,0,1,0.0,72.0,0.0382,3,36.02
173765,7,1,0,1,1,0.0,72.0,0.0637,6,0.98
173717,1,0,1,0,1,0.0,72.0,0.0318,1,168.49
173715,1,0,1,0,1,0.0,72.0,0.0318,1,168.58
173714,1,0,1,0,1,0.0,72.0,0.0318,1,168.66
173713,1,0,1,0,1,0.0,72.0,0.0318,1,168.67
173712,1,0,1,0,1,0.0,72.0,0.0318,1,168.69
173709,8,1,0,1,0,0.3619,72.0,0.0701,4,17.34
173706,3,1,0,1,0,0.7236,72.0,0.0382,4,3.7
173679,4,0,0,0,1,0.0,72.0,0.0255,3,480.89
173636,7,0,0,0,1,0.0,72.0,0.0446,4,12.08
173626,5,1,0,1,1,0.0,72.0,0.051,3,0.02
173624,3,0,0,1,1,0.0,72.0,0.0191,3,32.72
173622,6,0,0,1,1,0.0,72.0,0.0382,4,131.34
173620,1,0,1,0,1,0.0,72.0,0.0318,1,184.15
173619,1,0,1,0,1,0.0,72.0,0.0318,1,184.26
173538,2,0,0,0,1,0.0,72.0,0.0127,2,51.01
173529,3,0,0,0,0,0.9568,72.0,0.0191,3,0.73
173522,2,1,0,0,1,0.0,72.0,0.0318,3,74.21
173520,2,0,0,0,0,0.9425,72.0,0.0127,2,2.46
173506,2,0,0,1,0,0.8238,72.0,0.0127,2,5.16
173498,2,0,0,0,0,0.8586,72.0,0.0127,2,7.5
173491,3,0,0,0,0,0.8403,72.0,0.0191,2,11.5
173486,2,1,0,1,0,0.879,72.0,0.0318,3,0.09
173475,3,0,0,1,0,0.0629,72.0,0.0191,2,0.04
173466,0,0,0,0,1,0.0,72.0,0.0,0,-1.0
173462,4,1,0,1,1,0.0,72.0,0.0446,3,2.14
173383,3,1,0,0,0,0.5864,72.0,0.0382,4,0.11
173363,2,0,0,0,1,0.0,72.0,0.0127,2,4.99
173352,1,0,0,1,1,0.0,72.0,0.0064,1,136.23
173344,2,0,1,1,1,0.0,72.0,0.0382,2,196.1
173337,2,0,0,0,1,0.0,168.0,0.0127,2,5.29
173336,2,0,1,1,1,0.0,72.0,0.0382,1,140.02
173334,6,0,0,1,1,0.0,72.0,0.0382,2,146.77
173316,3,0,0,1,0,0.1581,72.0,0.0191,2,2.09
173312,7,2,0,1,0,0.5219,72.0,0.0828,5,7.34
173310,4,1,0,1,1,0.0,72.0,0.0446,5,31.87
173231,5,2,0,1,1,0.0,72.0,0.0701,6,75.53
173200,1,0,0,0,0,1.0,72.0,0.0064,1,7.42
173176,3,3,0,0,1,0.0,72.0,0.0764,6,1.65
173172,7,1,0,1,1,0.0,72.0,0.0637,5,0.07
173171,2,0,0,0,0,0.8638,72.0,0.0127,2,7.07
173165,3,1,0,1,0,0.9167,72.0,0.0382,4,0.73
173157,3,0,0,1,1,0.0,72.0,0.0191,3,74.22
173133,2,1,0,0,1,0.0,72.0,0.0318,3,6.82
173125,14,1,0,1,1,0.0,72.0,0.1083,5,3.04
173099,2,1,0,1,0,0.9326,72.0,0.0318,3,4.85
173090,2,1,0,0,0,0.8119,72.0,0.0318,3,0.05
173076,4,1,1,1,1,0.0,72.0,0.0701,3,1.02
173074,2,1,0,1,0,0.93,72.0,0.0318,3,2.79
173065,4,1,1,1,0,0.91,72.0,0.0701,3,6.16
173055,3,0,0,0,0,0.455,72.0,0.0191,2,10.0
173024,6,0,0,1,1,0.0,72.0,0.0382,3,4.42
172993,5,0,0,0,0,0.9518,72.0,0.0318,3,0.29
172976,2,0,0,0,1,0.0,72.0,0.0127,1,49.29
172966,2,0,0,1,0,0.9962,72.0,0.0127,1,0.21
172934,10,1,0,1,1,0.0,72.0,0.0828,7,2.49
172932,4,0,0,1,1,0.0,72.0,0.0255,3,5.58
172926,3,1,0,1,0,0.8261,72.0,0.0382,4,11.26
172903,6,0,0,1,0,0.6867,72.0,0.0382,2,0.43
172896,8,1,1,1,0,0.3785,72.0,0.0955,6,0.56
172893,2,0,0,1,1,0.0,72.0,0.0127,1,281.45
172880,4,0,0,0,0,0.614,72.0,0.0255,2,1.54
172837,5,0,0,0,1,0.0,72.0,0.0318,3,1.47
172830,6,1,0,1,1,0.0,72.0,0.0573,4,24.93
172822,6,1,0,1,1,0.0,72.0,0.0573,5,30.46
172815,2,0,0,1,0,0.9028,72.0,0.0127,2,0.6
172812,3,1,0,0,1,0.0,72.0,0.0382,4,11.27
172784,5,2,0,0,1,0.0,72.0,0.0701,4,165.01
172747,12,2,0,1,1,0.0,72.0,0.1146,10,12.9
172744,4,0,0,1,0,0.2554,72.0,0.0255,4,20.32
172739,3,0,0,0,1,0.0,72.0,0.0191,2,49.63
172728,18,0,0,1,1,0.0,72.0,0.1146,8,1.17
172712,3,0,0,0,1,0.0,72.0,0.0191,2,0.02
172693,5,2,0,1,1,0.0,72.0,0.0701,5,97.46
172630,4,0,0,1,1,0.0,72.0,0.0255,2,71.56
172629,6,0,0,1,1,0.0,72.0,0.0382,4,7.85
172560,3,0,0,0,0,0.0892,72.0,0.0191,2,57.66
172543,6,0,0,1,1,0.0,72.0,0.0382,4,1.02
172529,3,0,0,1,1,0.0,72.0,0.0191,2,0.23
172459,2,2,0,0,1,0.0,72.0,0.051,3,192.8
172442,7,1,0,1,0,0.5378,72.0,0.0637,6,5.77
172440,5,0,0,1,1,0.0,72.0,0.0318,3,11.84
172439,5,1,0,1,0,0.8315,72.0,0.051,4,9.2
172438,3,1,0,0,0,0.8614,72.0,0.0382,3,9.92
172435,2,0,0,1,1,0.0,72.0,0.0127,1,0.02
172433,2,0,0,1,1,0.0,72.0,0.0127,1,0.03
172416,1,0,0,1,0,0.8379,72.0,0.0064,1,11.67
172399,4,0,0,1,1,0.0,72.0,0.0255,4,3.27
172352,1,0,0,0,0,0.9989,72.0,0.0064,1,0.08
172350,2,1,0,0,1,0.0,72.0,0.0318,3,0.02
172325,6,4,0,0,1,0.0,72.0,0.1146,8,9.36
172275,3,0,0,1,0,0.6335,72.0,0.0191,3,0.11
172248,2,1,0,1,1,0.0,72.0,0.0318,3,24.77
172233,2,0,0,0,1,0.0,72.0,0.0127,2,0.02
172215,4,1,0,0,1,0.0,72.0,0.0446,4,32.31
172205,6,0,0,0,0,0.0332,72.0,0.0382,4,0.09
172202,1,0,0,1,0,0.3125,72.0,0.0064,1,45.2
172162,4,0,0,0,0,0.1878,72.0,0.0255,3,25.48
172157,5,1,0,1,1,0.0,168.0,0.051,4,50.52
172155,2,0,0,1,1,0.0,72.0,0.0127,2,26.98
172146,2,1,0,0,0,0.0829,72.0,0.0318,3,64.66
172102,2,0,0,0,0,0.9308,72.0,0.0127,2,0.06
172091,5,0,0,1,1,0.0,72.0,0.0318,5,0.96
172071,3,0,0,1,0,0.2189,72.0,0.0191,3,42.48
172068,3,0,0,1,1,0.0,72.0,0.0191,3,43.83
172067,2,0,0,0,1,0.0,72.0,0.0127,2,4.49
172066,2,1,0,0,1,0.0,72.0,0.0318,3,0.59
172062,7,0,0,1,1,0.0,72.0,0.0446,4,57.45
172061,7,3,0,0,1,0.0,72.0,0.1019,9,82.89
