issue_number,total_events,reopen_count,unique_actors,reassignment_count,first_assignee,sla_breach_flag,all_labels_seen
176154,9,0,3,1,mlazos,0,triaged|module: regression|oncall: pt2|module: dynamo|bot-triaged|bot-mislabeled|module: compiled streams
176155,4,0,2,0,,0,oncall: distributed|module: flaky-tests|skipped
176176,8,0,3,0,,0,triaged|module: xpu|skipped|module: tests|module: inductor|bot-triaged|oncall: pt2
176192,8,0,3,0,,0,module: docs|triaged|bot-triaged|triage review|module: nn|bot-mislabeled
176254,6,0,2,0,,0,triage review|module: nn|bot-triaged|triaged
176347,4,0,3,0,,0,oncall: pt2|triaged|oncall: export
176358,6,0,3,0,,0,triaged|module: xpu|skipped|module: tests|bot-triaged
176373,8,0,3,0,,0,triage review|module: windows|module: edge cases|bot-triaged|triaged
176375,10,0,5,1,shunting314,0,triaged|module: codegen|oncall: pt2|module: dynamic shapes|module: inductor|bot-triaged|high priority|triage review
176391,10,1,3,0,,0,skipped|module: xpu|module: tests|triaged|module: inductor|oncall: pt2|bot-triaged
176417,10,0,5,2,NikhilAPatel,0,triage review|module: regression|oncall: pt2|module: inductor|bot-triaged
176427,5,0,2,0,,0,module: onnx|module: rnn|triaged|bot-triaged
176443,3,0,2,0,,0,oncall: distributed|bot-triaged
176446,3,0,2,0,,0,oncall: distributed|bot-triaged
176560,9,0,3,1,guangyey,0,triaged|module: python frontend|module: xpu|bot-triaged|module: accelerator|topic: bug fixes
176565,8,0,3,1,PaulZhang12,0,triage review|module: bfloat16|module: correctness (silent)|oncall: pt2|module: inductor|bot-triaged
176581,12,1,5,0,,0,triage review|module: regression|oncall: pt2|module: inductor|bot-triaged|vllm-compile|module: vllm|triaged
176585,7,0,2,0,,0,triage review|module: build|module: windows|module: cuda|module: regression|bot-triaged
176608,3,0,2,0,,0,triaged|oncall: pt2
176621,8,0,6,0,,0,oncall: export|oncall: pt2|bot-triaged|module: floatx (formerly float8)|good first issue|PT2-Bug-Bash
176630,3,0,2,0,,0,skipped|module: rocm
176660,3,1,2,0,,0,
176711,13,0,4,0,,0,triage review|module: crash|module: autograd|module: cpu|module: openmp|module: advanced indexing|module: inductor|oncall: cpu inductor|oncall: pt2|bot-triaged|triaged
176739,10,0,4,0,,0,skipped|triage review|module: tests|module: regression|oncall: pt2|module: inductor|module: user triton|bot-triaged
176767,9,0,4,0,,0,triage review|module: nn|module: mps|bot-triaged|module: correctness (silent)|module: sdpa|triaged
176829,10,0,3,0,,0,oncall: distributed|bot-triaged|triage review|bot-mislabeled|module: binaries|high priority|needs reproduction
176833,9,0,4,1,zhxchen17,0,high priority|triage review|module: regression|oncall: pt2|bot-triaged|triaged
176851,11,0,5,0,,0,triage review|module: regression|oncall: pt2|module: dynamo|bot-triaged|dynamo-triage-dec2025|PT2-Bug-Bash|high priority|triaged
176862,8,0,3,0,,0,triage review|oncall: pt2|module: dynamic shapes|module: dynamo|bot-triaged|triaged
176970,6,0,2,0,,0,triaged|module: flaky-tests|skipped|module: inductor|oncall: pt2
176993,6,0,2,0,,0,triage review|module: binaries|module: crash|module: arm|bot-triaged
176995,5,0,2,0,,0,module: flaky-tests|skipped|oncall: export|oncall: pt2
177013,6,0,2,0,,0,module: onnx|triaged|enhancement|has workaround|bot-triaged
177017,3,0,2,0,,0,oncall: distributed|bot-triaged
177029,5,0,2,0,,0,module: docs|triaged|enhancement|bot-triaged
177030,7,0,3,0,,0,module: cuda|module: ci|module: tests|triaged|bot-triaged|module: vllm
177044,13,0,5,0,,0,high priority|module: compile-time|triage review|oncall: pt2|module: performance|module: regression|module: dtensor|bot-triaged|bot-mislabeled
177141,4,0,3,0,,0,skipped|oncall: distributed|bot-triaged
177318,10,0,3,0,,0,triage review|module: autograd|module: correctness (silent)|inference mode|module: functorch|bot-triaged|high priority|triaged
177406,7,0,2,0,,0,triage review|module: cuda|module: memory usage|module: convolution|module: regression|bot-triaged
177426,9,0,3,1,huydhn,0,high priority|triage review|module: memory usage|module: regression|oncall: pt2|module: vllm|bot-triaged
177442,15,0,4,0,,0,oncall: pt2|triage review|module: crash|module: pickle|module: inductor|module: compiled autograd|bot-triaged|bot-mislabeled|module: aotdispatch|module: pt2-dispatcher|triaged
177485,16,0,7,1,xinyazhang,0,module: rocm|triage review|module: build|module: sdpa|bot-triaged|triaged|high priority|needs reproduction
177517,7,0,3,0,,0,triaged|oncall: pt2|module: guards|module: higher order operators|module: pt2-dispatcher|bot-triaged
177603,4,0,3,0,,0,oncall: export|bot-triaged|oncall: pt2
177634,2,0,1,0,,0,bot-triaged
177638,9,0,3,1,atalman,0,triage review|module: binaries|module: regression|bot-triaged|needs reproduction|module: wsl
177822,2,0,1,0,,0,bot-triaged
300387,3,0,1,0,,0,~chat-request-failed
300388,3,0,1,0,,0,~chat-request-failed
300394,6,0,1,0,,0,ai-translated|~info-needed|triage-needed|info-needed
300399,5,0,3,1,dmitrivMS,0,chat-ext-issue|triage-needed
300401,4,0,1,0,,0,ai-translated|~chat-request-failed
300413,11,0,4,3,zhichli,0,new release|triage-needed|feature-request|install-update
300419,9,0,2,2,meganrogge,0,bug|*duplicate|info-needed|terminal-shell-fish|terminal-input
300420,9,0,5,3,bpasero,0,chat-ext-issue|triage-needed
300421,3,0,1,0,,0,~chat-request-failed
300427,6,0,1,0,,0,ai-translated|~info-needed|triage-needed|info-needed
300441,4,0,1,0,,0,~spam|spam
300446,8,0,4,2,bryanchen-d,0,triage-needed|bug|verified
300449,4,0,1,0,,0,~chat-billing|chat-billing
300451,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300462,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300471,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300476,7,0,1,0,,0,~info-needed|triage-needed|new release|info-needed
300479,7,0,2,1,connor4312,0,~info-needed|triage-needed|info-needed
300480,7,0,4,2,DonJayamanne,0,copilot-cli-agent|unreleased|insiders-released
300481,7,0,1,0,,0,~info-needed|triage-needed|info-needed|new release
300482,10,0,5,3,DonJayamanne,0,copilot-cli-agent|claude-agent|chat-external-agent|unreleased|insiders-released
300500,10,0,3,1,jrieken,0,new release|bug|inline-chat|inline-chat-affordance|unreleased|insiders-released|verified
300502,7,0,2,1,anthonykim1,0,new release|bug|terminal-input|terminal-shell-fish|*duplicate
300503,3,0,1,0,,0,~chat-rate-limiting
300507,3,0,2,2,meganrogge,0,
300508,7,0,1,0,,0,~info-needed|triage-needed|new release|info-needed
300509,7,0,1,0,,0,~info-needed|triage-needed|info-needed|new release
300510,5,0,3,1,TylerLeonhardt,0,new release|info-needed
300511,4,0,1,0,,0,~spam|spam
300512,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300516,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300523,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300526,5,0,2,1,joshspicer,0,~chat-lm-unavailable|triage-needed
300530,7,0,1,0,,0,~info-needed|triage-needed|info-needed|new release
300536,11,0,4,2,zhichli,0,new release|triage-needed|terminal-rendering|bug|*duplicate
300542,3,0,1,0,,0,~chat-request-failed
300545,9,0,4,2,TylerLeonhardt,0,claude-agent|chat-external-agent|bug|verified
300548,3,0,1,0,,0,~chat-request-failed
300549,8,0,1,0,,0,ai-translated|~info-needed|triage-needed|info-needed|new release
300553,6,0,3,2,justschen,0,claude-agent|info-needed
300561,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300572,4,0,2,2,mjbvz,0,endgame-plan
300581,6,0,2,1,TylerLeonhardt,0,claude-agent|info-needed
300590,7,0,1,0,,0,~info-needed|triage-needed|new release|info-needed
300595,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300601,5,0,1,1,TylerLeonhardt,0,bug|important|engineering
300602,6,0,4,2,aeschli,0,new release
300611,7,0,1,0,,0,~info-needed|triage-needed|new release|info-needed
300621,7,0,1,0,,0,~info-needed|triage-needed|new release|info-needed
300626,5,0,1,0,,0,ai-translated|~chat-billing|chat-billing
300627,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300630,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300631,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300634,7,0,3,2,jrieken,0,new release|info-needed
300635,4,0,1,0,,0,~spam|spam
300643,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300646,7,0,2,0,,0,~info-needed|triage-needed|info-needed
300649,3,0,1,0,,0,~chat-request-failed
300652,7,0,1,0,,0,~info-needed|triage-needed|new release|info-needed
300655,5,0,2,1,sandy081,0,new release|*duplicate
300660,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300661,7,0,2,0,,0,chat-ext-issue|~info-needed|triage-needed|info-needed
300667,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300668,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300670,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300671,3,0,1,0,,0,~chat-request-failed
300672,6,0,1,0,,0,ai-translated|~info-needed|triage-needed|info-needed
300680,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300681,7,0,3,2,federicobrancasi,0,new release|triage-needed
300690,6,0,1,0,,0,~info-needed|triage-needed|info-needed|invalid
300692,5,0,2,1,hediet,0,ai-translated|new release
300693,3,0,1,0,,0,~chat-request-failed
300694,6,0,2,2,rzhao271,0,terminal|info-needed
300695,3,0,1,0,,0,~chat-lm-unavailable
300699,7,0,1,0,,0,~info-needed|triage-needed|new release|info-needed
300706,7,0,2,0,,0,chat-ext-issue|~info-needed|triage-needed|info-needed
300715,3,0,1,0,,0,~chat-request-failed
300719,5,0,2,1,mjbvz,0,~info-needed|info-needed
300723,5,0,1,0,,0,~info-needed|triage-needed|info-needed
300725,3,0,1,0,,0,~chat-request-failed
