issue_number,total_events,reopen_count,unique_actors,reassignment_count,first_assignee,sla_breach_flag,all_labels_seen
104359,8,0,3,1,Venkat6871,0,type:bug|TF 2.19|comp:ops|comp:gpu|stat:awaiting response|stale
104360,8,0,3,1,Venkat6871,0,type:bug|TF 2.19|comp:gpu|comp:ops|stat:awaiting response|stale
104361,8,0,3,1,Venkat6871,0,type:bug|comp:ops|comp:gpu|TF 2.19|stat:awaiting response|stale
104363,8,0,3,1,Venkat6871,0,type:bug|comp:ops|comp:gpu|TF 2.19|stat:awaiting response|stale
104364,8,0,3,1,Venkat6871,0,type:bug|comp:ops|comp:gpu|TF 2.19|stat:awaiting response|stale
104521,4,0,3,1,Venkat6871,0,type:bug|TF 2.19
104564,6,0,3,1,Venkat6871,0,type:bug|subtype:windows|comp:gpu|TF 2.19
104763,6,0,4,1,Venkat6871,0,comp:lite|type:support|stat:awaiting response
104845,8,0,4,2,Venkat6871,0,type:bug|TF 2.19|stat:awaiting response|stale
104855,9,0,4,2,Venkat6871,0,type:bug|comp:ops|2.17|stat:awaiting response|stale
104856,10,0,4,2,Venkat6871,0,type:bug|2.17|comp:ops|comp:gpu|stat:awaiting response|stale
104858,9,0,4,2,Venkat6871,0,type:bug|comp:ops|2.17|stat:awaiting response|stale
104859,9,0,4,2,Venkat6871,0,type:bug|comp:ops|2.17|stat:awaiting response|stale
104861,9,0,4,2,Venkat6871,0,type:bug|comp:ops|2.17|stat:awaiting response|stale
105092,9,0,4,2,Venkat6871,0,type:bug|2.17|comp:ops|comp:gpu|stat:awaiting response
105098,9,0,5,2,Venkat6871,0,type:bug|2.17|comp:data|stat:awaiting response|stale
105303,9,0,4,2,Venkat6871,0,type:bug|comp:ops|2.17|stat:awaiting response|stale
105332,9,0,5,2,Venkat6871,0,type:bug|comp:xla|2.21.0rc0|stat:awaiting response|stale
105470,10,0,5,2,Venkat6871,0,type:bug|type:docs-bug|comp:ops|awaiting PR merge|stat:awaiting response
105638,9,0,4,2,Venkat6871,0,type:bug|comp:xla|TF 2.19|stat:awaiting response|stale
105729,9,0,4,2,Venkat6871,0,type:bug|comp:xla|stat:awaiting response|TF 2.19|stale
105815,15,0,4,2,Venkat6871,0,type:bug|TF 2.19|comp:model|stat:awaiting response
105858,5,0,4,1,Venkat6871,0,type:bug|type:docs-bug|TF 2.16
105870,7,0,3,1,Venkat6871,0,type:bug|TF 2.19|subtype:macOS|stat:awaiting response|stale
106085,3,0,3,1,Venkat6871,0,type:performance
106378,11,0,5,3,Venkat6871,0,type:bug|comp:ops|TF 2.19|stat:awaiting response|stale
106494,5,0,4,1,Venkat6871,0,type:bug|TF 2.19|awaiting PR merge
106760,7,0,5,1,Venkat6871,0,TFLiteConverter|stat:awaiting response|stale
107123,8,0,4,2,Venkat6871,0,type:bug|comp:ops|TF 2.19|stat:awaiting response
107125,6,0,3,1,Venkat6871,0,type:bug|comp:ops|TF 2.19|awaiting PR merge
107439,11,0,4,2,Venkat6871,0,type:build/install|subtype:windows|TF 2.19|awaiting PR merge|stat:awaiting response
107670,5,0,4,1,Venkat6871,0,type:bug|TF 2.3|comp:ops
107723,3,0,3,1,Venkat6871,0,type:bug
107978,6,0,4,2,Venkat6871,0,type:bug|TF 2.19
108072,7,0,4,1,Venkat6871,0,type:bug|TF 2.19|comp:xla|stat:awaiting response|stale
108073,8,0,5,2,Venkat6871,0,type:bug|TF 2.19|comp:xla|stat:awaiting response|stale
108077,9,0,5,1,Venkat6871,0,type:bug|comp:xla|TF 2.19|stat:awaiting response|stale
108094,9,0,5,2,Venkat6871,0,type:bug|comp:xla|TF 2.19|stat:awaiting response|stale
108143,5,0,4,1,Venkat6871,0,type:bug|TF 2.19|comp:xla
108266,9,0,3,1,Venkat6871,0,type:bug|comp:xla|TF 2.19|stat:awaiting response|stale
108268,7,0,4,2,Venkat6871,0,type:bug|comp:xla|TF 2.19
108305,9,0,4,2,Venkat6871,0,type:bug|comp:xla|TF 2.19|stat:awaiting response|stale
108306,7,0,3,1,Venkat6871,0,type:bug|TF 2.19|comp:xla|stat:awaiting response|stale
108471,4,0,4,1,Venkat6871,0,type:bug|comp:keras
108488,5,0,4,1,Venkat6871,0,type:bug|TF 2.19|comp:ops
108501,7,0,4,1,Venkat6871,0,type:bug|TF 2.19|comp:xla|stat:awaiting response|stale
108502,7,0,4,1,Venkat6871,0,type:bug|TF 2.19|comp:xla|stat:awaiting response|stale
108521,3,0,3,1,Venkat6871,0,type:bug
108548,7,0,4,2,Venkat6871,0,type:bug|TF 2.19|comp:ops
108594,3,0,3,1,Venkat6871,0,type:support
108605,3,0,3,1,Venkat6871,0,type:bug
108608,9,0,4,2,Venkat6871,0,type:bug|TF 2.19|stat:awaiting response|comp:core
108628,5,0,4,1,Venkat6871,0,type:bug|TF 2.19|comp:ops
108629,5,0,4,1,Venkat6871,0,type:bug|comp:ops|TF 2.19
109015,9,0,4,2,Venkat6871,0,type:bug|comp:xla|TF 2.19|stat:awaiting response|stale
109016,9,0,4,2,Venkat6871,0,type:bug|comp:xla|TF 2.19|stat:awaiting response|stale
109112,7,0,3,1,Venkat6871,0,type:bug|comp:xla|TF 2.19|stat:awaiting response|stale
109469,8,0,4,2,Venkat6871,0,type:bug|TF 2.18|comp:core|stat:awaiting response
109516,9,0,5,2,Venkat6871,0,type:bug|TF 2.19|comp:gpu|stat:awaiting response|stale
109522,9,0,5,2,Venkat6871,0,type:bug|TF 2.19|comp:gpu|stat:awaiting response|stale
109523,9,0,4,2,Venkat6871,0,type:bug|TF 2.19|comp:gpu|stat:awaiting response|stale
109949,10,0,4,2,Venkat6871,0,type:bug|comp:keras|stat:awaiting response|stale
110139,8,0,4,2,Venkat6871,0,type:bug|TF 2.19|stat:awaiting response|stale
110532,5,0,3,2,Venkat6871,0,type:bug
111661,8,0,4,2,Venkat6871,0,type:bug|type:build/install|stat:awaiting response
172015,5,0,3,0,,0,module: inductor|oncall: pt2|high priority|triage review
172022,4,0,3,0,,0,oncall: pt2|module: aotinductor|oncall: export
172061,15,0,7,3,masnesral,0,oncall: pt2|module: inductor|module: pt2 accuracy|high priority|triage review|triaged|pt2: ubn|PT2-Bug-Bash
172062,9,0,5,0,,0,oncall: pt2|module: inductor|high priority|triage review|triaged|pt2: ubn
172066,8,0,3,1,aorenste,0,oncall: pt2|module: internals|module: core aten|triaged|module: cudnn|module: cuda
172067,6,0,3,0,,0,module: python array api|module: NaNs and Infs|module: python frontend|triaged
172068,6,0,3,0,,0,oncall: pt2|module: inductor|module: numerical-stability|needs research|triaged
172071,2,0,2,0,,0,oncall: pt2
172091,11,0,4,0,,0,skipped|module: rocm|rocm-skipped-tests|module: flex attention|oncall: pt2|high priority|triage review|triaged
172102,2,0,2,0,,0,module: dtensor
172146,5,0,2,1,titaiwangms,0,module: onnx|module: docs|triaged
172155,4,0,2,0,,0,oncall: pt2|module: inductor|triaged
172157,5,0,4,1,RohitRathore1,0,module: symm_mem|triaged|enhancement
172162,2,0,1,0,,0,module: binaries
172202,4,0,3,0,,0,skipped|module: xpu|triaged
172205,3,0,3,0,,0,module: performance|triaged
172215,6,0,2,1,divyanshk,0,module: multiprocessing|module: dataloader|triaged
172233,5,0,2,0,,0,module: crash|module: sdpa|triaged|actionable
172248,8,0,5,1,angelayi,0,oncall: pt2|module: functorch|high priority|triage review|triaged
172275,4,0,2,0,,0,module: build|module: rocm|triaged
172325,12,0,6,4,kshitij12345,0,module: higher order operators|module: pt2-dispatcher|oncall: pt2|feature|triaged
172350,5,0,2,1,XilunWu,0,oncall: distributed|topic: bug fixes|module: dtensor
172352,4,0,2,0,,0,module: cuda|release notes: cuda
172399,5,0,2,0,,0,triaged|module: intel|module: wsl|module: xpu
172416,5,0,3,0,,0,module: ci|module: rocm|unstable|triaged
172433,4,0,3,0,,0,skipped|module: xpu|triaged
172435,4,0,3,0,,0,skipped|module: xpu|triaged
172438,4,0,2,1,justinchuby,0,module: onnx|triaged
172439,5,0,3,1,slayton58,0,module: cuda|module: cublas|module: linear algebra
172440,8,0,2,0,,0,triage review|module: linear algebra|triaged|module: bfloat16|module: half|module: floatx (formerly float8)
172442,6,0,4,1,BoyuanFeng,0,high priority|triage review|triaged|module: cuda graphs
172459,6,0,3,2,justinchuby,0,module: onnx|triaged
172529,14,0,6,0,,0,triaged|module: xpu|module: correctness (silent)|oncall: pt2|module: inductor|high priority|triage review|module: cuda|llm-amenable
172543,2,0,2,0,,0,oncall: distributed
172560,5,0,2,0,,0,module: nn|actionable|module: docs|triaged
172629,4,0,2,0,,0,module: cuda|triaged|needs reproduction
172630,5,0,2,0,,0,module: build|module: third_party|module: arm|triaged
172693,12,0,7,2,laithsakka,0,oncall: pt2|module: dynamic shapes|module: correctness (silent)|high priority|triage review|triaged|module: inductor
172712,4,0,3,0,,0,oncall: pt2|topic: fuzzer|oncall: cpu inductor
172728,8,0,5,0,,0,oncall: pt2|module: cuda graphs|module: dynamic shapes|module: inductor|triaged|vllm-compile|module: vllm
172739,8,0,4,0,,0,high priority|oncall: pt2|triage review|module: aotinductor|oncall: export|module: crash
172744,6,0,3,0,,0,high priority|module: crash|triaged|module: linear algebra|triage review
172747,14,0,8,2,lakshayg,0,oncall: pt2|high priority|triage review|module: inductor|oncall: cpu inductor|module: dynamic shapes|triaged
172784,5,0,3,2,justinchuby,0,module: onnx|triaged
172812,6,0,5,1,RohitRathore1,0,oncall: distributed|module: dtensor|high priority|triage review
172815,5,0,3,0,,0,high priority|triaged|module: infra|triage review
172822,5,0,3,1,laithsakka,0,oncall: pt2|module: dynamic shapes|triaged
172830,8,0,4,1,laithsakka,0,oncall: pt2|triaged|module: fakeTensor|module: decompositions|module: pt2-dispatcher|module: dynamic shapes
172837,4,0,3,0,,0,oncall: pt2|module: cuda graphs|triaged
172880,7,0,3,0,,0,module: onnx|triaged|oncall: export|oncall: pt2
172893,3,0,3,0,,0,oncall: export|oncall: pt2
172896,10,1,4,1,sraikund16,0,high priority|module: docs|module: regression|triage review|module: third_party|oncall: profiler
172903,4,0,1,0,,0,module: onnx|triaged|onnx-triaged
172926,5,0,4,1,atalman,0,high priority|module: binaries|triage review
172932,3,0,3,0,,0,module: dtensor|oncall: distributed
172934,4,0,3,1,chuanqi129,0,triaged|module: xpu
172966,1,0,1,0,,0,
172976,4,0,2,0,,0,release-feature-request|oncall: distributed|feature
172993,7,0,3,0,,0,high priority|module: binaries|triage review|needs reproduction|module: macos
173024,5,0,3,0,,0,oncall: pt2|triaged|module: higher order operators|module: pt2-dispatcher
173055,7,0,2,0,,0,module: docs|triaged|module: regression|module: nestedtensor|module: sparse
173065,12,1,3,1,atalman,0,topic: binaries|high priority|triage review|module: binaries|needs reproduction
173074,4,0,2,1,justinchuby,0,module: onnx|triaged
173076,6,1,3,1,justinchuby,0,module: onnx|triaged
173090,10,0,3,1,dolpm,0,high priority|needs reproduction|module: regression|triage review|module: arm|oncall: pt2|oncall: cpu inductor
173099,4,0,2,1,atalman,0,module: binaries|triaged
173125,4,0,3,1,naromero77amd,0,module: rocm|triaged
173133,7,0,4,1,choijon5,0,oncall: pt2|module: inductor|high priority|triage review|triaged
173157,3,0,3,0,,0,module: dtensor|oncall: distributed
173165,4,0,1,1,atalman,0,module: binaries|triaged
173171,4,0,2,0,,0,needs reproduction|module: cuda|triaged
173172,6,0,3,1,mlazos,0,oncall: pt2|triaged|module: dynamo|module: compiled streams
173176,7,0,6,3,howardzhang-cv,0,oncall: pt2|triaged|module: flex attention
173200,2,0,1,0,,0,skipped
173231,8,0,4,2,yushangdi,0,oncall: pt2|module: dynamo|triaged|dynamo-triage-dec2025
173310,6,0,3,1,sraikund16,0,triage review|oncall: visualization|oncall: profiler
173312,11,0,4,2,atalman,0,module: binaries|triaged|needs research|high priority|triage review
173316,3,0,2,0,,0,module: onnx|triaged
173334,6,0,3,0,,0,module: rnn|triaged|module: NaNs and Infs|needs reproduction|module: edge cases
173336,6,1,3,0,,0,skipped|module: xpu|triaged
173337,6,0,3,0,,0,module: nn|triaged|enhancement|module: norms and normalization|actionable
173344,6,1,4,0,,0,skipped|module: xpu|triaged
173352,4,0,3,0,,0,skipped|module: xpu|triaged
173363,6,0,4,0,,0,skipped|module: xpu|triage review|triaged
173383,12,0,5,1,lakshayg,0,release notes: foreach_frontend|module: optimizer|module: correctness (silent)|high priority|triaged|module: mta|triage review|actionable
173462,8,0,3,1,atalman,0,high priority|module: binaries|triage review|triaged|module: regression
173466,4,0,3,0,,0,skipped|module: xpu|triaged
173475,6,0,4,0,,0,module: binaries|high priority|module: regression|module: macos|triage review
173486,2,0,1,1,atalman,0,
173491,1,0,1,0,,0,
173498,5,0,2,0,,0,module: error checking|triaged|actionable|module: empty tensor
173506,6,0,2,0,,0,module: crash|module: error checking|module: edge cases|module: cpu|triaged
173520,2,0,2,0,,0,module: edge cases
173522,5,0,4,1,tugsbayasgalan,0,oncall: pt2|triaged|module: dynamo
173529,4,0,1,0,,0,module: convolution|triaged|module: edge cases
173538,4,0,3,0,,0,oncall: pt2|oncall: distributed
173619,6,1,4,0,,0,skipped|module: rocm|triaged
173620,6,1,4,0,,0,skipped|module: rocm|triaged
173622,21,0,5,0,,0,module: cuda|module: edge cases|triage review|module: correctness|bot-triaged|needs design|module: correctness (silent)|needs reproduction|module: 64-bit|triaged|actionable
173624,6,0,2,0,,0,module: crash|topic: fuzzer|module: error checking|triaged|module: empty tensor
173626,10,0,7,1,CaoE,0,oncall: pt2|high priority|module: inductor|oncall: cpu inductor|triage review|triaged
173636,6,0,3,0,,0,module: cuda|module: special|triaged|module: correctness (silent)|actionable
173679,10,0,4,0,,0,oncall: pt2|upstream triton|high priority|needs reproduction|module: inductor|triage review|triaged
173706,8,0,5,1,yushangdi,0,oncall: pt2|high priority|module: aotinductor|oncall: export|triage review|module: regression
173709,4,0,3,1,arkadip-maitra,0,oncall: distributed
173712,7,1,4,0,,0,skipped|module: rocm|triaged|bot-triaged
173713,7,1,4,0,,0,module: rocm|skipped|triaged|bot-triaged
173714,8,1,4,0,,0,module: rocm|skipped|module: tests|triaged|bot-triaged
173715,7,1,4,0,,0,skipped|module: rocm|triaged|bot-triaged
173717,7,1,3,0,,0,module: rocm|triaged|skipped|bot-triaged
173765,7,0,5,1,shunting314,0,oncall: pt2|triaged|module: inductor|high priority|triage review
173772,5,0,3,1,XilunWu,0,oncall: distributed|module: c10d|triaged
173777,5,0,2,1,huydhn,0,module: ci|unstable|triaged
173780,4,0,2,0,,0,module: cpp|triaged|topic: docs
173782,3,0,2,0,,0,module: onnx|triaged
173786,1,0,1,0,,0,
173792,3,0,2,0,,0,triaged|module: accelerator
173795,15,0,4,1,neildhar,0,upstream triton|module: inductor|oncall: pt2|triaged|bot-triaged|high priority|triage review
173797,14,0,4,1,neildhar,0,oncall: pt2|module: inductor|bot-triaged|upstream triton|triaged|high priority|triage review
173808,6,0,4,0,,0,oncall: distributed|module: mps|feature|high priority|triage review
173823,6,0,4,0,,0,module: binaries|oncall: pt2|bot-triaged|triaged|module: inductor
173871,6,0,5,1,neildhar,0,oncall: pt2|bot-triaged|module: aotinductor|oncall: export
173902,12,0,7,1,yf225,0,oncall: pt2|bot-triaged|triage review|module: inductor|high priority|triaged|PT2-Bug-Bash
173909,3,0,2,0,,0,oncall: distributed|bot-triaged
173915,6,0,3,0,,0,oncall: pt2|bot-triaged|module: dynamo|module: graph breaks|triaged
173924,7,0,3,1,Lucaskabela,0,oncall: pt2|bot-triaged|module: dynamo|triage review|actionable
173927,9,0,3,0,,0,triage review|oncall: pt2|bot-triaged|module: rnn|module: edge cases|triaged
173944,21,0,4,0,,0,triage review|module: nn|module: rnn|module: cuda|bot-triaged|module: error checking|module: crash|bot-mislabeled|triaged|low priority
173953,21,0,5,0,,0,triage review|module: cuda|module: sdpa|bot-triaged|high priority|triaged|Blackwell|module: regression
173972,9,0,4,1,kurtamohler,0,module: mps|oncall: mobile|bot-triaged|bot-mislabeled|module: linear algebra|triaged
173985,2,0,2,0,,0,oncall: pt2
173991,7,0,2,0,,0,triage review|module: cuda|bot-triaged|bot-mislabeled|needs reproduction|module: windows
173994,13,0,4,0,,0,skipped|module: xpu|module: tests|triaged|module: inductor|oncall: pt2|bot-triaged|bot-mislabeled
174011,9,0,2,0,,0,triage review|module: nn|module: cpu|bot-triaged|needs reproduction|module: NaNs and Infs|module: edge cases|topic: fuzzer
174013,5,0,4,0,,0,oncall: export|bot-triaged|oncall: pt2
174016,6,0,3,0,,0,triage review|oncall: pt2|module: inductor|bot-triaged|high priority
174030,5,0,4,1,kwen2501,0,oncall: distributed|bot-triaged|module: symm_mem
174042,8,0,3,1,titaiwangms,0,oncall: onnx|bot-triaged|bot-mislabeled|module: onnx|triaged
174050,11,0,5,1,Lucaskabela,0,triage review|oncall: pt2|module: dynamo|bot-triaged|high priority|module: correctness (silent)|dynamo-triage-dec2025|triaged
174051,11,0,2,0,,0,triage review|module: cudnn|module: convolution|module: regression|bot-triaged|module: third_party|module: performance|triaged|bot-mislabeled
174063,6,0,4,0,,0,oncall: export|oncall: pt2|bot-triaged|needs reproduction
174068,6,0,4,0,,0,oncall: pt2|module: rocm|module: build|triaged
174074,12,0,6,2,Lucaskabela,0,oncall: pt2|high priority|triage review|triaged|module: inductor|PT2-Bug-Bash
174124,8,1,4,1,oulgen,0,oncall: pt2|module: user triton|high priority|triage review
174128,6,0,2,0,,0,triage review|module: regression|oncall: pt2|module: dynamo|bot-triaged
174133,5,0,2,0,,0,triage review|oncall: pt2|module: dynamo|bot-triaged
174166,7,0,5,1,hameerabbasi,0,oncall: pt2|module: dynamo|triaged|good first issue|dynamo-triage-dec2025
174172,8,0,5,1,karthickai,0,oncall: pt2|module: inductor|high priority|triage review|triaged
174174,8,0,4,1,desertfire,0,oncall: pt2|module: inductor|high priority|triage review|triaged
174175,4,0,3,0,,0,triaged|module: xpu|skipped
174195,4,0,3,0,,0,oncall: profiler|bot-triaged|module: cuda
174199,6,0,2,0,,0,module: cuda|triaged|oncall: pt2|module: sdpa|bot-triaged
174244,2,0,2,0,,0,oncall: distributed
174246,8,0,4,1,kurtamohler,0,module: mps|module: numerical-stability|triaged|module: edge cases|bot-triaged|module: complex
174265,7,0,2,1,atalman,0,triage review|module: binaries|module: macos|module: regression|bot-triaged
174280,7,0,4,0,,0,oncall: distributed|bot-triaged|oncall: pt2|bot-mislabeled|triaged|module: dynamo
174282,9,0,3,1,naromero77amd,0,triage review|module: crash|module: rocm|module: half|bot-triaged|triaged
174284,9,0,3,0,,0,triage review|module: binaries|module: cuda|bot-triaged|module: windows|needs reproduction|bot-mislabeled
174296,10,1,4,1,jeffdaily,0,skipped|high priority|triage review
174299,10,0,4,1,tugsbayasgalan,0,triaged|oncall: pt2|module: dynamic shapes|module: aotdispatch|bot-triaged|module: pt2-dispatcher|vllm-compile|module: vllm
174304,9,0,3,0,,0,triage review|oncall: pt2|module: inductor|upstream triton|module: unsigned int|bot-triaged|triaged
174306,10,1,4,0,,0,triage review|oncall: pt2|module: inductor|module: aotinductor|oncall: export|bot-triaged
174315,8,0,3,1,howardzhang-cv,0,triage review|module: nn|module: regression|module: sdpa|bot-triaged
174339,12,0,5,1,malfet,0,triage review|module: nn|module: correctness (silent)|module: mps|bot-triaged|high priority|triaged
174344,12,0,3,1,malfet,0,triage review|module: dependency bug|module: binaries|module: crash|module: build|module: regression|module: arm|bot-triaged|module: third_party
174345,13,0,4,0,,0,triage review|module: memory format|module: correctness (silent)|module: pooling|module: norms and normalization|module: mps|bot-triaged|high priority|triaged
174353,6,0,3,0,,0,skipped|module: rocm|module: nn|triaged|bot-triaged
174378,5,0,3,0,,0,oncall: pt2|module: unsigned int|triaged|module: inductor
174379,8,0,5,1,shunting314,0,oncall: pt2|module: crash|triaged|module: dynamic shapes|module: inductor|PT2-Bug-Bash
174391,2,0,2,0,,0,bot-triaged
174441,10,0,3,0,,0,triage review|module: NaNs and Infs|module: regression|module: amp (automated mixed precision)|bot-triaged|needs reproduction|bot-mislabeled|triaged
174459,9,0,5,1,yf225,0,oncall: pt2|high priority|module: inductor|triage review|triaged|PT2-Bug-Bash
174467,7,0,4,1,yushangdi,0,triage review|oncall: pt2|module: aotinductor|oncall: export|bot-triaged
174486,8,0,2,1,atalman,0,triage review|module: binaries|module: cuda|module: ci|module: regression|bot-triaged
174502,8,0,3,0,,0,oncall: pt2|module: aotdispatch|compile-cache|vllm-compile|module: pt2-dispatcher|module: vllm|triaged
174551,5,0,2,0,,0,triaged|module: sorting and selection|function request|bot-triaged
174575,10,0,4,1,riccardofelluga,0,triage review|module: performance|module: regression|module: cuda graphs|oncall: pt2|bot-triaged|triaged
174587,12,0,4,1,malfet,0,triage review|module: cpu|module: regression|bot-triaged|module: third_party|needs reproduction|triaged
174600,4,0,2,0,,0,ci: sev|merge blocking|ci: disable-autorevert
174601,7,0,2,0,,0,module: performance|feature|module: cuda|triaged|module: linear algebra|bot-triaged
174637,9,0,4,0,,0,ci: sev|triage review|bot-triaged|ci: disable-autorevert|bot-mislabeled
174666,4,0,3,0,,0,oncall: export|oncall: pt2|bot-triaged
174672,6,0,5,1,etaf,0,oncall: pt2|module: xpu|bot-mislabeled|triaged
174674,6,0,2,0,,0,module: cuda|module: linear algebra|topic: performance|triaged|bot-triaged
174680,11,0,3,1,atalman,0,triage review|module: binaries|module: multiprocessing|module: dataloader|module: macos|module: arm|bot-triaged|high priority
174731,13,0,2,0,,0,triage review|module: binaries|module: windows|module: cuda|module: cublas|bot-triaged|high priority|module: third_party|needs reproduction|triaged
174770,5,0,3,1,etaf,0,triaged|skipped|module: xpu
174775,9,0,2,0,,0,module: dependency bug|module: nn|triaged|module: numpy|module: half|module: intel|module: edge cases|bot-triaged
174784,7,0,5,1,ahkush,0,oncall: export|oncall: pt2|bot-triaged|module: bootcamp|module: dynamo
174785,7,0,2,0,,0,triage review|needs reproduction|module: binaries|module: numpy|module: arm|bot-triaged
174801,9,0,3,1,anijain2305,0,triaged|oncall: pt2|module: dynamo|module: flex attention|module: python version|bot-triaged|dynamo-triage-dec2025
174861,11,0,5,0,,0,module: correctness (silent)|module: macos|module: mps|module: sdpa|triage review|bot-triaged|high priority|module: regression|triaged
174872,10,0,4,1,slayton58,0,triage review|module: nn|module: cuda|module: error checking|module: linear algebra|bot-triaged|triaged
174878,6,0,2,0,,0,triage review|oncall: pt2|module: inductor|module: flex attention|bot-triaged
174898,6,0,2,0,,0,triage review|module: build|module: cuda|module: abi|bot-triaged
174900,2,0,2,0,,0,bot-triaged
174917,4,0,3,0,,0,oncall: distributed|bot-triaged|feature
174919,5,0,3,0,,0,module: ci|unstable|triaged|bot-triaged
174921,9,0,5,0,,0,module: ci|unstable|oncall: releng|bot-triaged|oncall: pt2|module: inductor|module: pallas|triaged
174923,8,0,3,0,,0,module: crash|module: cuda|oncall: pt2|module: inductor|module: flex attention|bot-triaged|triaged
174961,5,0,2,0,,0,module: docs|module: nn|triaged|bot-triaged
174963,6,0,4,1,riccardofelluga,0,oncall: pt2|triaged|module: inductor|topic: fuzzer
174985,12,0,4,0,,0,triage review|module: NaNs and Infs|module: edge cases|topic: fuzzer|bot-triaged|bot-mislabeled|module: python frontend|triaged|actionable
175019,4,0,2,0,,0,triaged|module: xpu|skipped
175024,4,0,3,1,arkadip-maitra,0,oncall: distributed|bot-triaged
175065,3,0,2,0,,0,oncall: distributed|skipped
175084,8,0,4,0,,0,module: nn|triaged|bot-triaged|module: autograd|needs reproduction|bot-mislabeled|feature
175165,5,0,2,0,,0,feature|module: autograd|triaged|bot-triaged
175167,11,0,3,1,laithsakka,0,ciflow/inductor|module: inductor|oncall: pt2|module: dynamic shapes|triaged
175187,11,0,3,0,,0,triage review|has workaround|module: correctness (silent)|module: sorting and selection|module: special|module: mps|bot-triaged|module: macos|module: third_party
175188,10,0,3,0,,0,triage review|module: autograd|module: derivatives|has workaround|module: correctness (silent)|module: mps|bot-triaged
175191,9,0,3,0,,0,triage review|has workaround|module: correctness (silent)|module: scatter & gather ops|module: mps|bot-triaged|bot-mislabeled
175192,7,0,3,1,malfet,0,triage review|module: mps|bot-triaged|module: linear algebra|bot-mislabeled
175240,6,0,2,0,,0,feature|triaged|module: numpy|module: advanced indexing|bot-triaged
175250,17,0,7,1,shunting314,0,triage review|module: regression|has workaround|oncall: pt2|module: inductor|module: flex attention|bot-triaged|high priority|triaged
175302,7,0,3,1,malfet,0,triage review|module: cpu|bot-triaged|module: sanitizers|module: arm
175402,2,0,1,0,,0,bot-triaged
175435,9,1,6,0,,0,vllm-compile|module: vllm|oncall: pt2|triaged
175437,3,0,2,0,,0,triage review|bot-triaged
175475,8,1,4,0,,0,triaged|module: xpu|skipped|oncall: pt2|bot-triaged
175539,5,0,2,0,,0,module: onnx|feature|triaged|bot-triaged
175545,4,0,2,0,,0,module: nn|triaged|bot-triaged
175546,7,0,2,0,,0,module: cuda|triaged|oncall: pt2|module: dynamic shapes|module: inductor|bot-triaged
175576,9,0,3,0,,0,triage review|module: mps|bot-triaged|needs reproduction|bot-mislabeled|high priority|module: correctness (silent)
175615,4,0,2,0,,0,oncall: pt2|triaged|module: dynamo
175666,7,0,2,0,,0,triage review|module: cuda|module: memory usage|module: regression|module: vllm|bot-triaged
175690,5,0,2,1,Lucaskabela,0,oncall: distributed|oncall: pt2|bot-triaged
175717,8,1,3,0,,0,triaged|module: xpu|skipped|module: tests|bot-triaged
175718,8,1,3,0,,0,triaged|module: xpu|skipped|module: tests|bot-triaged
175719,9,0,3,0,,0,triaged|module: xpu|skipped|module: tests|oncall: pt2|module: inductor|module: flex attention|bot-triaged
175720,9,0,3,0,,0,triaged|module: xpu|skipped|module: tests|oncall: pt2|module: aotinductor|bot-triaged|oncall: export
175728,6,0,2,0,,0,triage review|module: numerical-stability|oncall: pt2|module: inductor|bot-triaged
175842,3,0,2,0,,0,oncall: profiler|bot-triaged
175854,10,0,2,0,,0,triage review|module: numerical-stability|module: convolution|module: correctness (silent)|oncall: pt2|module: inductor|bot-triaged|triaged
175856,2,0,2,0,,0,oncall: pt2
175866,6,0,2,0,,0,triage review|module: nestedtensor|module: correctness (silent)|module: padding|bot-triaged
175872,3,0,2,0,,0,oncall: jit|bot-triaged
175875,12,0,6,0,,0,oncall: pt2|triage review|module: inductor|module: dynamo|bot-triaged|high priority|module: dynamic shapes|triaged|PT2-Bug-Bash
175932,7,0,3,0,,0,triage review|module: nn|module: regression|bot-triaged|oncall: releng
175952,13,0,5,1,yf225,0,triage review|module: numerical-stability|oncall: pt2|module: inductor|bot-triaged|high priority|triaged|PT2-Bug-Bash
175982,8,0,3,0,,0,triage review|module: nn|module: memory format|bot-triaged|module: random|triaged
176067,11,0,6,2,vvvdwbvvv,0,oncall: pt2|triaged|module: dynamic shapes|module: dynamo|bot-triaged|PT2-Bug-Bash
176074,7,0,3,0,,0,skipped|module: macos|module: tests|triaged|module: mps|bot-triaged
176080,6,0,3,1,NikhilAPatel,0,oncall: pt2|triaged|module: inductor|needs reproduction
176093,4,0,2,0,,0,module: cuda|triaged|bot-triaged
176102,7,0,3,0,,0,skipped|module: macos|module: tests|triaged|module: mps|bot-triaged
176109,9,0,4,2,benjaminglass1,0,module: flaky-tests|skipped|oncall: pt2|module: inductor|triaged
176110,9,0,4,2,benjaminglass1,0,module: flaky-tests|skipped|oncall: pt2|module: inductor|triaged
176111,4,0,2,0,,0,oncall: distributed|module: flaky-tests|skipped
176125,9,0,3,0,,0,skipped|module: xpu|module: tests|triaged|module: fakeTensor|bot-triaged|module: pt2-dispatcher|oncall: pt2
176126,3,0,2,0,,0,bot-triaged|oncall: distributed
176133,9,0,3,1,malfet,0,triage review|module: build|module: macos|module: regression|bot-triaged|bot-mislabeled
