repo,issue_number,event_id,event_type,event_created_at,actor_login,label_name,assignee_login,is_bot_actor
microsoft/vscode,303181,23716386825,labeled,2026-03-19 12:43:30+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303181,23716387432,closed,2026-03-19 12:43:32+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303177,23715790738,closed,2026-03-19 12:22:06+00:00,Bar-coh,,,False
microsoft/vscode,303177,23715794256,labeled,2026-03-19 12:22:13+00:00,vs-code-engineering[bot],~info-needed,,True
microsoft/vscode,303177,23715794609,labeled,2026-03-19 12:22:14+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,303177,23715810942,unlabeled,2026-03-19 12:22:50+00:00,vs-code-engineering[bot],~info-needed,,True
microsoft/vscode,303177,23715811139,labeled,2026-03-19 12:22:50+00:00,vs-code-engineering[bot],info-needed,,True
microsoft/vscode,303177,23715824330,unlabeled,2026-03-19 12:23:20+00:00,vs-code-engineering[bot],info-needed,,True
microsoft/vscode,303167,23715283432,labeled,2026-03-19 12:02:28+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303167,23715284201,closed,2026-03-19 12:02:29+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303166,23715280568,labeled,2026-03-19 12:02:21+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303166,23715281268,closed,2026-03-19 12:02:22+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303165,23715278651,labeled,2026-03-19 12:02:16+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303165,23715279159,closed,2026-03-19 12:02:17+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303162,23714854785,closed,2026-03-19 11:45:32+00:00,stopfeedwtf,,,False
microsoft/vscode,303162,23714872532,labeled,2026-03-19 11:46:12+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303162,23714873144,closed,2026-03-19 11:46:13+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303154,23712996747,labeled,2026-03-19 10:39:10+00:00,vs-code-engineering[bot],~spam,,True
microsoft/vscode,303154,23713011032,unlabeled,2026-03-19 10:39:42+00:00,vs-code-engineering[bot],~spam,,True
microsoft/vscode,303154,23713011082,labeled,2026-03-19 10:39:42+00:00,vs-code-engineering[bot],spam,,True
microsoft/vscode,303154,23713011190,closed,2026-03-19 10:39:43+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303154,23713012410,labeled,2026-03-19 10:39:45+00:00,vs-code-engineering[bot],invalid,,True
microsoft/vscode,303141,23712216342,labeled,2026-03-19 10:09:04+00:00,vs-code-engineering[bot],~chat-billing,,True
microsoft/vscode,303141,23712230187,unlabeled,2026-03-19 10:09:37+00:00,vs-code-engineering[bot],~chat-billing,,True
microsoft/vscode,303141,23712230236,labeled,2026-03-19 10:09:37+00:00,vs-code-engineering[bot],chat-billing,,True
microsoft/vscode,303141,23712230284,closed,2026-03-19 10:09:37+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303140,23712604758,assigned,2026-03-19 10:24:12+00:00,alexr00,,alexr00,False
microsoft/vscode,303140,23713065019,closed,2026-03-19 10:41:50+00:00,alexr00,,,False
microsoft/vscode,303131,23711402268,labeled,2026-03-19 09:37:35+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303131,23711402913,closed,2026-03-19 09:37:37+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303132,23711402049,labeled,2026-03-19 09:37:35+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303132,23711402665,closed,2026-03-19 09:37:36+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303125,23710554802,labeled,2026-03-19 09:06:31+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303125,23710555677,closed,2026-03-19 09:06:33+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303124,23710546602,labeled,2026-03-19 09:06:11+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303124,23710547371,closed,2026-03-19 09:06:13+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303122,23710368658,labeled,2026-03-19 08:59:17+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303122,23710369182,closed,2026-03-19 08:59:18+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303108,23708473920,labeled,2026-03-19 07:38:19+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303108,23708474431,closed,2026-03-19 07:38:20+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303105,23708316807,labeled,2026-03-19 07:30:30+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303105,23708317263,closed,2026-03-19 07:30:31+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303095,23707734708,labeled,2026-03-19 07:02:03+00:00,vs-code-engineering[bot],ai-translated,,True
microsoft/vscode,303095,23707736233,labeled,2026-03-19 07:02:08+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303095,23707736907,closed,2026-03-19 07:02:10+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303095,23707748626,labeled,2026-03-19 07:02:45+00:00,vs-code-engineering[bot],new release,,True
microsoft/vscode,303090,23707415472,labeled,2026-03-19 06:45:13+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,303090,23707425029,unlabeled,2026-03-19 06:45:44+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,303090,23707425128,closed,2026-03-19 06:45:44+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303087,23707287611,labeled,2026-03-19 06:37:59+00:00,vs-code-engineering[bot],ai-translated,,True
microsoft/vscode,303087,23707288592,labeled,2026-03-19 06:38:03+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303087,23707288964,closed,2026-03-19 06:38:05+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303087,23707298066,labeled,2026-03-19 06:38:36+00:00,vs-code-engineering[bot],new release,,True
microsoft/vscode,303086,23707287997,labeled,2026-03-19 06:38:01+00:00,vs-code-engineering[bot],ai-translated,,True
microsoft/vscode,303086,23707288973,labeled,2026-03-19 06:38:05+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303086,23707289385,closed,2026-03-19 06:38:06+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303086,23707298500,labeled,2026-03-19 06:38:37+00:00,vs-code-engineering[bot],new release,,True
microsoft/vscode,303079,23706566385,labeled,2026-03-19 05:55:49+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303079,23706566765,closed,2026-03-19 05:55:50+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303078,23706565865,labeled,2026-03-19 05:55:46+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303078,23706566313,closed,2026-03-19 05:55:48+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303072,23706397474,labeled,2026-03-19 05:45:05+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303072,23706397844,closed,2026-03-19 05:45:07+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303071,23706318289,labeled,2026-03-19 05:40:50+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303071,23706318541,closed,2026-03-19 05:40:51+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303065,23705819678,labeled,2026-03-19 05:13:14+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,303065,23705831986,unlabeled,2026-03-19 05:13:52+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,303065,23705832033,closed,2026-03-19 05:13:52+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303025,23699942363,labeled,2026-03-18 23:40:27+00:00,vs-code-engineering[bot],~info-needed,,True
microsoft/vscode,303025,23699942598,labeled,2026-03-18 23:40:27+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,303025,23699951785,labeled,2026-03-18 23:40:59+00:00,vs-code-engineering[bot],new release,,True
microsoft/vscode,303025,23699952707,unlabeled,2026-03-18 23:41:02+00:00,vs-code-engineering[bot],~info-needed,,True
microsoft/vscode,303025,23699952783,labeled,2026-03-18 23:41:03+00:00,vs-code-engineering[bot],info-needed,,True
microsoft/vscode,303025,23703434987,closed,2026-03-19 02:56:32+00:00,Reddwalkermedia,,,False
microsoft/vscode,303023,23699876114,labeled,2026-03-18 23:37:01+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303023,23699876550,closed,2026-03-18 23:37:02+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,303006,23698655196,labeled,2026-03-18 22:35:00+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,303006,23698655533,closed,2026-03-18 22:35:01+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302993,23696984995,assigned,2026-03-18 21:18:13+00:00,bpasero,,bpasero,False
microsoft/vscode,302993,23705838620,assigned,2026-03-19 05:14:17+00:00,Copilot,,Copilot,False
microsoft/vscode,302993,23705840772,labeled,2026-03-19 05:14:22+00:00,bpasero,bug,,False
microsoft/vscode,302993,23705840779,labeled,2026-03-19 05:14:22+00:00,bpasero,chat-agents-window,,False
microsoft/vscode,302993,23709407787,closed,2026-03-19 08:20:52+00:00,bpasero,,,False
microsoft/vscode,302993,23709422385,labeled,2026-03-19 08:21:28+00:00,vs-code-engineering[bot],unreleased,,True
microsoft/vscode,302993,23717558149,unlabeled,2026-03-19 13:19:03+00:00,vs-code-engineering[bot],unreleased,,True
microsoft/vscode,302993,23717558527,labeled,2026-03-19 13:19:04+00:00,vs-code-engineering[bot],insiders-released,,True
microsoft/vscode,302992,23696983350,labeled,2026-03-18 21:18:08+00:00,steven42121,chat-ext-issue,,False
microsoft/vscode,302992,23697005408,unlabeled,2026-03-18 21:18:58+00:00,vs-code-engineering[bot],chat-ext-issue,,True
microsoft/vscode,302992,23697007496,labeled,2026-03-18 21:19:04+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,302992,23697025214,unlabeled,2026-03-18 21:19:47+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,302992,23697025428,closed,2026-03-18 21:19:48+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302957,23694397575,labeled,2026-03-18 19:40:11+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302957,23694398028,closed,2026-03-18 19:40:12+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302956,23694395639,labeled,2026-03-18 19:40:06+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302956,23694396070,closed,2026-03-18 19:40:07+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302954,23694010656,labeled,2026-03-18 19:24:04+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302954,23694011304,closed,2026-03-18 19:24:06+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302945,23693025476,labeled,2026-03-18 18:46:31+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,302945,23693042327,unlabeled,2026-03-18 18:47:03+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,302945,23693042438,closed,2026-03-18 18:47:03+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302928,23691758331,labeled,2026-03-18 18:02:44+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302928,23691759270,closed,2026-03-18 18:02:46+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302925,23691685482,labeled,2026-03-18 18:00:11+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302925,23691686321,closed,2026-03-18 18:00:13+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302924,23691644589,labeled,2026-03-18 17:58:52+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302924,23691645239,closed,2026-03-18 17:58:53+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302922,23691312332,labeled,2026-03-18 17:47:31+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302922,23691313085,closed,2026-03-18 17:47:32+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302921,23691311737,labeled,2026-03-18 17:47:30+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302921,23691312719,closed,2026-03-18 17:47:32+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302919,23691193604,labeled,2026-03-18 17:43:22+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,302919,23691214217,unlabeled,2026-03-18 17:44:03+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,302919,23691214397,closed,2026-03-18 17:44:03+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302918,23691193340,labeled,2026-03-18 17:43:22+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,302918,23691214530,unlabeled,2026-03-18 17:44:03+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,302918,23691214775,closed,2026-03-18 17:44:04+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302899,23689615238,labeled,2026-03-18 16:55:08+00:00,vs-code-engineering[bot],ai-translated,,True
microsoft/vscode,302899,23689617661,labeled,2026-03-18 16:55:13+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302899,23689618916,closed,2026-03-18 16:55:15+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302896,23689225827,labeled,2026-03-18 16:44:03+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302896,23689226889,closed,2026-03-18 16:44:05+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302896,23689248464,labeled,2026-03-18 16:44:45+00:00,vs-code-engineering[bot],new release,,True
microsoft/vscode,302894,23688977254,labeled,2026-03-18 16:36:56+00:00,caiyufanok,chat-ext-issue,,False
microsoft/vscode,302894,23689005326,unlabeled,2026-03-18 16:37:44+00:00,vs-code-engineering[bot],chat-ext-issue,,True
microsoft/vscode,302894,23689006562,labeled,2026-03-18 16:37:47+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302894,23689007515,closed,2026-03-18 16:37:49+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302889,23688931507,labeled,2026-03-18 16:35:37+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,302889,23688932078,assigned,2026-03-18 16:35:38+00:00,dmitrivMS,,dmitrivMS,False
microsoft/vscode,302889,23689495236,labeled,2026-03-18 16:51:29+00:00,dmitrivMS,~info-needed,,False
microsoft/vscode,302889,23689497644,unlabeled,2026-03-18 16:51:33+00:00,dmitrivMS,triage-needed,,False
microsoft/vscode,302889,23689498500,unassigned,2026-03-18 16:51:35+00:00,dmitrivMS,,dmitrivMS,False
microsoft/vscode,302889,23689513980,unlabeled,2026-03-18 16:52:04+00:00,vs-code-engineering[bot],~info-needed,,True
microsoft/vscode,302889,23689514039,labeled,2026-03-18 16:52:04+00:00,vs-code-engineering[bot],info-needed,,True
microsoft/vscode,302889,23690331118,labeled,2026-03-18 17:16:18+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302889,23690331978,closed,2026-03-18 17:16:19+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302886,23688464956,labeled,2026-03-18 16:21:59+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302886,23688465713,closed,2026-03-18 16:22:01+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302882,23688220787,labeled,2026-03-18 16:14:58+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302882,23688221702,closed,2026-03-18 16:15:00+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302879,23688933409,assigned,2026-03-18 16:35:41+00:00,sandy081,,sandy081,False
microsoft/vscode,302879,23697459989,labeled,2026-03-18 21:37:59+00:00,sandy081,error-list,,False
microsoft/vscode,302879,23697487318,labeled,2026-03-18 21:39:05+00:00,vs-code-engineering[bot],*duplicate,,True
microsoft/vscode,302879,23697509777,closed,2026-03-18 21:40:07+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302874,23687128492,labeled,2026-03-18 15:43:52+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302874,23687129644,closed,2026-03-18 15:43:53+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302871,23686633772,assigned,2026-03-18 15:30:26+00:00,lramos15,,lramos15,False
microsoft/vscode,302871,23688334099,closed,2026-03-18 16:18:17+00:00,lramos15,,,False
microsoft/vscode,302868,23686423428,labeled,2026-03-18 15:24:50+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302868,23686424676,closed,2026-03-18 15:24:52+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302867,23686292061,labeled,2026-03-18 15:21:29+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302867,23686293286,closed,2026-03-18 15:21:30+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302864,23686213048,labeled,2026-03-18 15:19:30+00:00,vs-code-engineering[bot],ai-translated,,True
microsoft/vscode,302864,23686217331,labeled,2026-03-18 15:19:36+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302864,23686218419,closed,2026-03-18 15:19:38+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302861,23686097657,labeled,2026-03-18 15:16:46+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302861,23686098637,closed,2026-03-18 15:16:48+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302859,23686051106,labeled,2026-03-18 15:15:38+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302859,23686052506,closed,2026-03-18 15:15:40+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302858,23685945468,labeled,2026-03-18 15:13:10+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302858,23685947056,closed,2026-03-18 15:13:12+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302857,23685942516,labeled,2026-03-18 15:13:05+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302857,23685943584,closed,2026-03-18 15:13:07+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302856,23685948111,labeled,2026-03-18 15:13:13+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302856,23685949485,closed,2026-03-18 15:13:15+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302850,23685635734,labeled,2026-03-18 15:05:34+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302850,23685636927,closed,2026-03-18 15:05:36+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302849,23685634760,labeled,2026-03-18 15:05:32+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302849,23685636101,closed,2026-03-18 15:05:34+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302845,23684949454,labeled,2026-03-18 14:48:36+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,302845,23684950102,assigned,2026-03-18 14:48:37+00:00,lostintangent,,lostintangent,False
microsoft/vscode,302845,23684998878,labeled,2026-03-18 14:49:49+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302845,23685000142,closed,2026-03-18 14:49:51+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302844,23684951955,labeled,2026-03-18 14:48:39+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,302844,23684953359,assigned,2026-03-18 14:48:41+00:00,hediet,,hediet,False
microsoft/vscode,302844,23685006688,labeled,2026-03-18 14:49:59+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302844,23685008120,closed,2026-03-18 14:50:01+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302843,23684869448,labeled,2026-03-18 14:46:27+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302843,23684870545,closed,2026-03-18 14:46:29+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302842,23684869763,labeled,2026-03-18 14:46:28+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302842,23684870802,closed,2026-03-18 14:46:30+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302841,23684868375,labeled,2026-03-18 14:46:26+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302841,23684870063,closed,2026-03-18 14:46:28+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302837,23684696045,labeled,2026-03-18 14:41:39+00:00,vs-code-engineering[bot],~chat-rate-limiting,,True
microsoft/vscode,302837,23684975612,unlabeled,2026-03-18 14:49:14+00:00,vs-code-engineering[bot],~chat-rate-limiting,,True
microsoft/vscode,302837,23684975821,closed,2026-03-18 14:49:15+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302833,23683766283,labeled,2026-03-18 14:15:04+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,302833,23683766998,assigned,2026-03-18 14:15:05+00:00,ulugbekna,,ulugbekna,False
microsoft/vscode,302833,23684535220,labeled,2026-03-18 14:37:20+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302833,23684536134,closed,2026-03-18 14:37:21+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302828,23683776413,labeled,2026-03-18 14:15:22+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,302828,23683777035,assigned,2026-03-18 14:15:23+00:00,meganrogge,,meganrogge,False
microsoft/vscode,302828,23684210949,labeled,2026-03-18 14:28:02+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302828,23684212011,closed,2026-03-18 14:28:04+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302827,23683774611,labeled,2026-03-18 14:15:19+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,302827,23683775164,assigned,2026-03-18 14:15:20+00:00,connor4312,,connor4312,False
microsoft/vscode,302827,23684218734,labeled,2026-03-18 14:28:16+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302827,23684219741,closed,2026-03-18 14:28:18+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302826,23683363081,assigned,2026-03-18 14:03:38+00:00,isidorn,,isidorn,False
microsoft/vscode,302826,23684029562,labeled,2026-03-18 14:22:52+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302826,23684030528,closed,2026-03-18 14:22:54+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302822,23683781683,labeled,2026-03-18 14:15:31+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,302822,23683782328,assigned,2026-03-18 14:15:32+00:00,aiday-mar,,aiday-mar,False
microsoft/vscode,302822,23683864985,labeled,2026-03-18 14:17:58+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302822,23683866220,closed,2026-03-18 14:17:59+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302805,23680547459,labeled,2026-03-18 12:38:08+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,302805,23680547748,assigned,2026-03-18 12:38:09+00:00,Giuspepe,,Giuspepe,False
microsoft/vscode,302805,23680611510,labeled,2026-03-18 12:40:24+00:00,vs-code-engineering[bot],~chat-billing,,True
microsoft/vscode,302805,23680793717,unlabeled,2026-03-18 12:46:49+00:00,vs-code-engineering[bot],~chat-billing,,True
microsoft/vscode,302805,23680793754,closed,2026-03-18 12:46:49+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302805,23680793761,labeled,2026-03-18 12:46:49+00:00,vs-code-engineering[bot],chat-billing,,True
microsoft/vscode,302789,23678796904,labeled,2026-03-18 11:41:53+00:00,vs-code-engineering[bot],duplicate,,True
microsoft/vscode,302789,23678797465,closed,2026-03-18 11:41:54+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302786,23678745707,labeled,2026-03-18 11:40:20+00:00,vs-code-engineering[bot],ai-translated,,True
microsoft/vscode,302786,23678748348,labeled,2026-03-18 11:40:26+00:00,vs-code-engineering[bot],~chat-rate-limiting,,True
microsoft/vscode,302786,23678828820,unlabeled,2026-03-18 11:42:50+00:00,vs-code-engineering[bot],~chat-rate-limiting,,True
microsoft/vscode,302786,23678828946,closed,2026-03-18 11:42:50+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302735,23675062559,closed,2026-03-18 09:42:32+00:00,Borgerod,,,False
microsoft/vscode,302735,23675078252,labeled,2026-03-18 09:43:01+00:00,vs-code-engineering[bot],~info-needed,,True
microsoft/vscode,302735,23675078586,labeled,2026-03-18 09:43:02+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,302735,23675093333,unlabeled,2026-03-18 09:43:30+00:00,vs-code-engineering[bot],~info-needed,,True
microsoft/vscode,302735,23675093380,labeled,2026-03-18 09:43:30+00:00,vs-code-engineering[bot],info-needed,,True
microsoft/vscode,302725,23674889148,labeled,2026-03-18 09:37:16+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,302725,23674906872,unlabeled,2026-03-18 09:37:45+00:00,vs-code-engineering[bot],~chat-request-failed,,True
microsoft/vscode,302725,23674907083,closed,2026-03-18 09:37:46+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302723,23674856535,labeled,2026-03-18 09:36:20+00:00,vs-code-engineering[bot],~chat-billing,,True
microsoft/vscode,302723,23674874377,unlabeled,2026-03-18 09:36:50+00:00,vs-code-engineering[bot],~chat-billing,,True
microsoft/vscode,302723,23674874465,labeled,2026-03-18 09:36:50+00:00,vs-code-engineering[bot],chat-billing,,True
microsoft/vscode,302723,23674874655,closed,2026-03-18 09:36:51+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302717,23674636437,labeled,2026-03-18 09:30:00+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,302717,23674636807,assigned,2026-03-18 09:30:01+00:00,justschen,,justschen,False
microsoft/vscode,302717,23678644067,labeled,2026-03-18 11:36:49+00:00,vs-code-engineering[bot],*duplicate,,True
microsoft/vscode,302717,23678772610,closed,2026-03-18 11:41:10+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302715,23673821482,labeled,2026-03-18 09:08:45+00:00,vs-code-engineering[bot],~chat-rate-limiting,,True
microsoft/vscode,302715,23673839892,unlabeled,2026-03-18 09:09:16+00:00,vs-code-engineering[bot],~chat-rate-limiting,,True
microsoft/vscode,302715,23673840013,closed,2026-03-18 09:09:16+00:00,vs-code-engineering[bot],,,True
microsoft/vscode,302709,23674545555,closed,2026-03-18 09:27:26+00:00,Luviz,,,False
microsoft/vscode,302709,23674639857,labeled,2026-03-18 09:30:07+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,302709,23674640268,assigned,2026-03-18 09:30:07+00:00,deepak1556,,deepak1556,False
microsoft/vscode,302707,23674641419,labeled,2026-03-18 09:30:09+00:00,vs-code-engineering[bot],triage-needed,,True
microsoft/vscode,302707,23674641796,assigned,2026-03-18 09:30:10+00:00,lramos15,,lramos15,False
microsoft/vscode,302707,23678530384,assigned,2026-03-18 11:32:55+00:00,Tyriar,,Tyriar,False
microsoft/vscode,302707,23678530533,unassigned,2026-03-18 11:32:56+00:00,lramos15,,lramos15,False
microsoft/vscode,302707,23678531873,unlabeled,2026-03-18 11:32:59+00:00,lramos15,triage-needed,,False
microsoft/vscode,302707,23678698056,assigned,2026-03-18 11:38:39+00:00,meganrogge,,meganrogge,False
microsoft/vscode,302707,23689305175,closed,2026-03-18 16:46:23+00:00,meganrogge,,,False
microsoft/vscode,302707,23689307677,labeled,2026-03-18 16:46:28+00:00,meganrogge,*question,,False
microsoft/vscode,302705,23672977581,labeled,2026-03-18 08:41:43+00:00,vs-code-engineering[bot],~chat-rate-limiting,,True
