issue_number,primary_label,text_length,word_count,question_mark_flag,has_solution_comment,turn_count,reassignment_count,reopen_count,resolution_success,sla_breach_flag,sla_remaining_norm,sla_limit_hours,frustration_score,interaction_depth,first_response_time_hours,intent_group,confidence_score,uncertainty_flag,confidence_band,rl_recommendation,suggested_action,urgency_score,urgent_flag,has_version,has_error_type,has_platform,has_hardware,entity_count,missing_version,missing_error,missing_platform,missing_hardware,missing_count,completeness_score
301013,bug,380,67,1,0,3,2,0,0,1,0.0,48.0,0.0573,4,0.41,bug,0.5489,1,low,clarify_first,route_technical,0.6173,1,0,0,0,0,0,1,1,1,0,3,0.0
301011,bug,725,117,1,1,151,2,0,1,1,0.0,48.0,1.0,89,0.35,duplicate,0.4919,1,low,clarify_first,route_duplicate,0.9126,1,1,0,1,0,2,0,0,0,0,0,1.0
301002,triage,210,36,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,duplicate,0.4541,1,low,clarify_first,route_duplicate,0.9024,1,1,0,0,0,1,0,0,0,0,0,1.0
301001,duplicate,433,75,1,0,5,1,0,0,1,0.0,72.0,0.051,6,0.74,needs_info,0.3057,1,low,clarify_first,clarify,0.4369,0,0,0,0,0,0,0,0,0,0,0,1.0
300996,triage,343,46,0,1,2,1,0,1,1,0.0,24.0,0.0318,3,128.71,needs_info,0.6897,0,medium,route_or_clarify,clarify,0.819,1,1,0,1,0,2,0,0,0,0,0,1.0
300990,triage,1098,138,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.73,0,medium,route_or_clarify,clarify,0.9152,1,1,0,1,1,3,0,0,0,0,0,1.0
300985,duplicate,628,89,0,0,6,1,0,0,1,0.0,72.0,0.0573,6,0.53,duplicate,0.5625,1,low,clarify_first,route_duplicate,0.7443,1,1,0,1,0,2,0,0,0,0,0,1.0
300984,unlabelled,1524,188,0,0,0,0,0,0,0,0.9997,72.0,0.0,0,-1.0,other,0.7691,0,medium,route_or_clarify,clarify,0.0244,0,1,0,1,1,3,0,0,0,0,0,1.0
300982,triage,1180,146,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.4359,1,low,clarify_first,clarify,0.8935,1,1,0,1,1,3,0,0,0,0,0,1.0
300975,triage,140,25,1,0,1,1,0,0,1,0.0,24.0,0.0255,2,17.83,needs_info,0.6439,0,medium,route_or_clarify,clarify,0.9136,1,0,0,0,0,0,0,0,0,0,0,1.0
300974,info_needed,1164,143,0,0,3,1,0,0,1,0.0,72.0,0.0382,3,107.8,needs_info,0.6382,0,medium,route_or_clarify,clarify,0.6033,1,1,0,1,1,3,0,0,0,0,0,1.0
300972,triage,1088,137,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.7792,0,medium,route_or_clarify,clarify,0.8964,1,1,0,1,1,3,0,0,0,0,0,1.0
300971,triage,1088,137,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.7792,0,medium,route_or_clarify,clarify,0.8964,1,1,0,1,1,3,0,0,0,0,0,1.0
300970,unlabelled,3274,299,0,0,4,0,0,0,0,0.9994,72.0,0.0255,2,0.21,other,0.4919,1,low,clarify_first,clarify,0.1328,0,1,0,1,1,3,0,0,0,0,0,1.0
300968,triage,1897,173,0,0,1,1,0,0,1,0.0,24.0,0.0255,2,40.81,needs_info,0.671,0,medium,route_or_clarify,clarify,0.552,1,1,0,1,1,3,0,0,0,0,0,1.0
300960,triage,805,107,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6967,0,medium,route_or_clarify,clarify,0.8339,1,1,0,1,1,3,0,0,0,0,0,1.0
300959,triage,1105,140,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6262,0,medium,route_or_clarify,clarify,0.9152,1,1,0,1,1,3,0,0,0,0,0,1.0
300947,triage,2983,104,1,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.639,0,medium,route_or_clarify,clarify,0.9394,1,0,0,0,0,0,0,0,0,0,0,1.0
300941,released,114,21,1,0,2,1,0,0,0,0.4467,72.0,0.0318,3,116.48,needs_info,0.2829,1,low,clarify_first,clarify,0.246,0,0,0,0,0,0,0,0,0,0,0,1.0
300937,info_needed,208,37,1,0,2,3,0,0,1,0.0,72.0,0.0701,5,0.83,needs_info,0.633,0,medium,route_or_clarify,clarify,0.9384,1,0,0,0,0,0,0,0,0,0,0,1.0
300930,triage,635,104,0,1,5,1,0,1,1,0.0,24.0,0.051,5,9.77,needs_info,0.6094,0,medium,route_or_clarify,clarify,0.7634,1,1,0,1,0,2,0,0,0,0,0,1.0
300928,invalid,133,24,1,0,1,0,0,0,0,0.9996,72.0,0.0064,1,0.01,other,0.5527,1,low,clarify_first,clarify,0.0955,0,0,0,0,0,0,0,0,0,0,0,1.0
300922,released,338,66,1,0,3,1,0,0,0,0.9922,72.0,0.0382,3,0.02,other,0.545,1,low,clarify_first,clarify,0.6265,1,0,0,0,0,0,0,0,0,0,0,1.0
300919,bug,1096,153,1,1,3,4,0,1,1,0.0,48.0,0.0955,7,11.1,bug,0.6109,0,medium,route_or_clarify,route_technical,0.9716,1,1,0,1,0,2,0,1,0,0,1,0.6667
300918,triage,1143,150,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.7191,0,medium,route_or_clarify,clarify,0.8935,1,1,0,1,1,3,0,0,0,0,0,1.0
300911,info_needed,450,69,0,0,1,1,0,0,1,0.0,72.0,0.0255,2,1.78,needs_info,0.5992,1,low,clarify_first,clarify,0.7272,1,1,0,1,0,2,0,0,0,0,0,1.0
300892,triage,1099,142,1,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.7432,0,medium,route_or_clarify,clarify,0.9104,1,1,0,1,1,3,0,0,0,0,0,1.0
300888,triage,333,52,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6435,0,medium,route_or_clarify,clarify,0.8591,1,1,0,1,0,2,0,0,0,0,0,1.0
300876,triage,1251,156,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6439,0,medium,route_or_clarify,clarify,0.8667,1,1,0,1,1,3,0,0,0,0,0,1.0
300875,ai_translated,471,52,0,0,0,0,0,0,0,0.9996,72.0,0.0,0,-1.0,other,0.7713,0,medium,route_or_clarify,clarify,0.0642,0,1,0,1,0,2,0,0,0,0,0,1.0
300867,duplicate,187,29,0,0,1,1,0,0,1,0.0,72.0,0.0255,2,172.22,duplicate,0.4953,1,low,clarify_first,route_duplicate,0.9099,1,0,0,0,0,0,0,0,0,0,0,1.0
300866,testplan-item,2263,391,0,0,6,2,0,0,1,0.0,72.0,0.0764,6,37.36,build_infra,0.5418,1,low,clarify_first,route_infra,0.9087,1,0,0,1,0,1,1,0,0,0,1,0.5
300859,ai_translated,1260,170,0,0,0,1,0,0,0,0.9999,72.0,0.0191,1,-1.0,other,0.4886,1,low,clarify_first,clarify,0.074,0,1,0,1,1,3,0,0,0,0,0,1.0
300856,triage,155,27,1,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.679,0,medium,route_or_clarify,clarify,0.9662,1,0,0,0,0,0,0,0,0,0,0,1.0
300853,unlabelled,1381,170,0,0,0,0,0,0,0,0.9996,72.0,0.0,0,-1.0,other,0.7414,0,medium,route_or_clarify,clarify,0.0191,0,1,0,1,1,3,0,0,0,0,0,1.0
300842,feature-request,3001,444,0,1,3,2,0,1,1,0.0,72.0,0.0573,4,119.09,enhancement,0.5025,1,low,clarify_first,route_product,0.9447,1,1,0,1,0,2,0,0,0,0,0,1.0
300833,bug,3800,277,0,1,6,2,0,1,0,0.3015,48.0,0.0764,5,33.53,bug,0.3105,1,low,clarify_first,route_technical,0.0903,0,1,0,1,1,3,0,1,0,0,1,0.6667
300829,triage,1069,133,0,0,1,0,0,0,0,0.9996,24.0,0.0064,1,0.01,duplicate,0.3818,1,low,clarify_first,route_duplicate,0.7929,1,1,0,1,1,3,0,0,0,0,0,1.0
300814,info_needed,1697,226,0,0,1,2,0,0,1,0.0,72.0,0.0446,3,1.32,needs_info,0.6969,0,medium,route_or_clarify,clarify,0.6207,1,1,0,1,1,3,0,0,0,0,0,1.0
300806,unlabelled,1870,212,0,0,1,3,0,0,0,0.861,72.0,0.0637,4,10.01,other,0.5365,1,low,clarify_first,clarify,0.3326,0,1,0,1,1,3,0,0,0,0,0,1.0
300802,triage,1149,149,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.5958,1,low,clarify_first,clarify,0.8935,1,1,0,1,1,3,0,0,0,0,0,1.0
300801,triage,1101,140,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6328,0,medium,route_or_clarify,clarify,0.9152,1,1,0,1,1,3,0,0,0,0,0,1.0
300800,triage,1101,140,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6328,0,medium,route_or_clarify,clarify,0.9152,1,1,0,1,1,3,0,0,0,0,0,1.0
300798,inline-chat,601,106,1,1,2,1,0,1,0,0.9981,72.0,0.0318,3,0.06,duplicate,0.3671,1,low,clarify_first,route_duplicate,0.5468,0,1,0,1,0,2,0,0,0,0,0,1.0
300792,triage,133,24,1,0,0,1,0,0,0,0.6333,24.0,0.0191,1,-1.0,needs_info,0.5624,1,low,clarify_first,clarify,0.482,0,0,0,0,0,0,0,0,0,0,0,1.0
300789,billing,1093,183,1,0,0,0,0,0,0,0.9992,24.0,0.0,0,-1.0,billing,0.5493,1,low,clarify_first,route_billing,0.2513,0,1,0,1,0,2,0,0,0,0,0,1.0
300786,triage,1036,137,0,0,0,0,0,0,0,0.9988,24.0,0.0,0,-1.0,needs_info,0.6248,0,medium,route_or_clarify,clarify,0.6064,1,1,0,1,1,3,0,0,0,0,0,1.0
300785,triage,1036,137,0,0,0,0,0,0,0,0.9988,24.0,0.0,0,-1.0,needs_info,0.6248,0,medium,route_or_clarify,clarify,0.6064,1,1,0,1,1,3,0,0,0,0,0,1.0
300783,unlabelled,1266,167,1,0,0,0,0,0,0,0.9997,72.0,0.0,0,-1.0,other,0.5655,1,low,clarify_first,clarify,0.0193,0,1,0,1,1,3,0,0,0,0,0,1.0
300782,info_needed,7114,1033,0,0,1,1,0,0,1,0.0,72.0,0.0255,2,3.43,needs_info,0.5817,1,low,clarify_first,clarify,0.8869,1,1,0,1,1,3,0,0,0,0,0,1.0
300777,triage,157,29,1,0,0,1,0,0,1,0.0,24.0,0.0191,1,-1.0,needs_info,0.5356,1,low,clarify_first,clarify,0.8951,1,0,0,0,0,0,0,0,0,0,0,1.0
300774,triage,1744,254,0,0,1,0,0,0,1,0.0,24.0,0.0064,1,4.6,needs_info,0.6142,0,medium,route_or_clarify,clarify,0.7063,1,1,0,1,1,3,0,0,0,0,0,1.0
300768,triage,144,25,1,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6574,0,medium,route_or_clarify,clarify,0.9511,1,0,0,0,0,0,0,0,0,0,0,1.0
300766,triage,2094,275,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6733,0,medium,route_or_clarify,clarify,0.8531,1,1,0,1,1,3,0,0,0,0,0,1.0
300761,unlabelled,2601,267,1,1,61,1,0,1,1,0.0,72.0,0.4076,54,14.5,other,0.5581,1,low,clarify_first,clarify,0.9101,1,1,0,1,1,3,0,0,0,0,0,1.0
300757,info_needed,1138,158,0,0,3,1,0,0,0,0.9812,72.0,0.0382,3,0.12,needs_info,0.6353,0,medium,route_or_clarify,clarify,0.2144,0,1,0,1,1,3,0,0,0,0,0,1.0
300756,triage,1099,140,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6732,0,medium,route_or_clarify,clarify,0.9152,1,1,0,1,1,3,0,0,0,0,0,1.0
300755,triage,1128,146,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6807,0,medium,route_or_clarify,clarify,0.8935,1,1,0,1,1,3,0,0,0,0,0,1.0
300747,info_needed,1236,156,0,0,1,1,0,0,1,0.0,72.0,0.0255,2,0.12,needs_info,0.5449,1,low,clarify_first,clarify,0.5709,1,1,0,1,1,3,0,0,0,0,0,1.0
300742,triage,1346,181,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.628,0,medium,route_or_clarify,clarify,0.5776,1,1,0,1,1,3,0,0,0,0,0,1.0
300733,triage,1673,197,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.5976,1,low,clarify_first,clarify,0.7906,1,1,0,1,1,3,0,0,0,0,0,1.0
300732,billing,1216,205,1,0,0,0,0,0,0,0.9992,24.0,0.0,0,-1.0,billing,0.5282,1,low,clarify_first,route_billing,0.1575,0,1,0,1,0,2,0,0,0,0,0,1.0
300728,unlabelled,1007,170,0,0,1,0,0,0,0,0.9996,72.0,0.0064,1,0.08,other,0.6172,0,medium,route_or_clarify,clarify,0.0101,0,1,0,0,0,1,0,0,0,0,0,1.0
300726,triage,173,30,1,0,1,0,0,0,1,0.0,24.0,0.0064,1,0.01,needs_info,0.7319,0,medium,route_or_clarify,clarify,0.9791,1,0,0,0,0,0,0,0,0,0,0,1.0
300725,unlabelled,1011,127,0,0,0,0,0,0,0,0.9996,72.0,0.0,0,-1.0,other,0.7378,0,medium,route_or_clarify,clarify,0.0315,0,1,0,1,1,3,0,0,0,0,0,1.0
300723,triage,1261,159,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6181,0,medium,route_or_clarify,clarify,0.5848,1,1,0,1,1,3,0,0,0,0,0,1.0
300719,info_needed,146,27,1,0,0,1,0,0,1,0.0,72.0,0.0191,1,-1.0,needs_info,0.4566,1,low,clarify_first,clarify,0.8084,1,0,0,0,0,0,0,0,0,0,0,1.0
300715,unlabelled,1313,158,0,0,0,0,0,0,0,0.9996,72.0,0.0,0,-1.0,other,0.7829,0,medium,route_or_clarify,clarify,0.0163,0,1,0,1,1,3,0,0,0,0,0,1.0
300706,triage,215,36,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,duplicate,0.4939,1,low,clarify_first,route_duplicate,0.9024,1,1,0,0,0,1,0,0,0,0,0,1.0
300699,triage,1064,135,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6493,0,medium,route_or_clarify,clarify,0.8874,1,1,0,1,1,3,0,0,0,0,0,1.0
300695,unlabelled,1254,157,0,0,0,0,0,0,0,0.9997,72.0,0.0,0,-1.0,other,0.6251,0,medium,route_or_clarify,clarify,0.0302,0,1,0,1,1,3,0,0,0,0,0,1.0
300694,info_needed,262,33,0,0,1,2,0,0,0,0.874,72.0,0.0446,3,9.07,needs_info,0.6444,0,medium,route_or_clarify,clarify,0.3486,0,1,1,1,0,3,0,0,0,0,0,1.0
300693,unlabelled,1560,265,1,1,2,0,0,1,0,0.9997,72.0,0.0127,1,0.17,other,0.6736,0,medium,route_or_clarify,clarify,0.105,0,1,0,1,0,2,0,0,0,0,0,1.0
300692,ai_translated,2715,212,0,0,3,1,0,0,1,0.0,72.0,0.0382,4,52.98,other,0.505,1,low,clarify_first,clarify,0.3325,0,1,0,1,1,3,0,0,0,0,0,1.0
300690,triage,119,21,0,0,0,0,0,0,0,0.9992,24.0,0.0,0,-1.0,needs_info,0.5893,1,low,clarify_first,clarify,0.2086,0,0,0,0,0,0,0,0,0,0,0,1.0
300681,unlabelled,5892,609,0,1,2,2,0,1,0,0.8642,72.0,0.051,4,0.01,billing,0.3069,1,low,clarify_first,route_billing,0.5601,1,1,0,1,1,3,0,0,0,0,0,1.0
300680,triage,178,32,1,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.7066,0,medium,route_or_clarify,clarify,0.9806,1,0,0,0,0,0,0,0,0,0,0,1.0
300672,triage,133,24,1,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.4456,1,low,clarify_first,clarify,0.8816,1,0,0,0,0,0,0,0,0,0,0,1.0
300671,unlabelled,1395,165,0,0,0,0,0,0,0,0.9997,72.0,0.0,0,-1.0,other,0.7609,0,medium,route_or_clarify,clarify,0.0191,0,1,0,1,1,3,0,0,0,0,0,1.0
300670,triage,3354,251,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.5939,1,low,clarify_first,clarify,0.7654,1,1,0,1,1,3,0,0,0,0,0,1.0
300668,triage,131,24,1,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6188,0,medium,route_or_clarify,clarify,0.8743,1,0,0,0,0,0,0,0,0,0,0,1.0
300667,triage,1192,156,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.7132,0,medium,route_or_clarify,clarify,0.8914,1,1,0,1,1,3,0,0,0,0,0,1.0
300661,triage,564,103,1,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6028,0,medium,route_or_clarify,clarify,0.849,1,1,0,0,0,1,0,0,0,0,0,1.0
300660,triage,135,20,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.5973,1,low,clarify_first,clarify,0.7752,1,0,0,0,0,0,0,0,0,0,0,1.0
300655,duplicate,1466,229,1,1,7,1,0,1,0,0.8606,72.0,0.0637,7,0.08,duplicate,0.5246,1,low,clarify_first,route_duplicate,0.3189,0,1,0,1,0,2,0,0,0,0,0,1.0
300652,triage,1105,150,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.7328,0,medium,route_or_clarify,clarify,0.8908,1,1,0,1,1,3,0,0,0,0,0,1.0
300649,unlabelled,1283,170,0,0,0,0,0,0,0,0.9996,72.0,0.0,0,-1.0,other,0.6229,0,medium,route_or_clarify,clarify,0.0198,0,1,0,1,1,3,0,0,0,0,0,1.0
300646,triage,1452,184,0,1,1,0,0,1,1,0.0,24.0,0.0064,1,67.96,needs_info,0.6857,0,medium,route_or_clarify,clarify,0.3108,0,1,0,1,1,3,0,0,0,0,0,1.0
300643,triage,141,26,1,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.646,0,medium,route_or_clarify,clarify,0.9511,1,0,0,0,0,0,0,0,0,0,0,1.0
300635,invalid,130,24,1,0,1,0,0,0,0,0.9997,72.0,0.0064,1,0.01,other,0.4936,1,low,clarify_first,clarify,0.0505,0,0,0,0,0,0,0,0,0,0,0,1.0
300634,info_needed,3388,503,0,0,4,2,0,0,1,0.0,72.0,0.0637,6,0.09,needs_info,0.7079,0,medium,route_or_clarify,clarify,0.9506,1,1,0,1,1,3,0,0,0,0,0,1.0
300631,triage,1495,183,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.5758,1,low,clarify_first,clarify,0.7397,1,1,0,1,1,3,0,0,0,0,0,1.0
300630,triage,160,28,1,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.4941,1,low,clarify_first,clarify,0.9871,1,0,0,0,0,0,0,0,0,0,0,1.0
300627,triage,136,24,1,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,other,0.5159,1,low,clarify_first,clarify,0.9428,1,0,0,0,0,0,0,0,0,0,0,1.0
300626,billing,1282,176,0,0,1,0,0,0,0,0.9938,24.0,0.0064,1,8.09,billing,0.4923,1,low,clarify_first,route_billing,0.1535,0,1,0,1,1,3,0,0,0,0,0,1.0
300621,triage,1198,171,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.724,0,medium,route_or_clarify,clarify,0.6756,1,1,0,1,1,3,0,0,0,0,0,1.0
300611,triage,1214,160,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6846,0,medium,route_or_clarify,clarify,0.6032,1,1,0,1,1,3,0,0,0,0,0,1.0
300602,unlabelled,2802,249,1,0,5,2,0,0,1,0.0,72.0,0.0701,7,54.66,other,0.5586,1,low,clarify_first,clarify,0.9113,1,1,0,1,1,3,0,0,0,0,0,1.0
300601,bug,1081,185,1,1,4,1,0,1,0,0.4375,48.0,0.0446,4,7.93,needs_info,0.3837,1,low,clarify_first,clarify,0.3376,0,0,0,0,0,0,0,0,0,0,0,1.0
300595,triage,1248,154,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.607,0,medium,route_or_clarify,clarify,0.8692,1,1,0,1,1,3,0,0,0,0,0,1.0
300590,triage,1215,153,0,0,1,0,0,0,1,0.0,24.0,0.0064,1,32.97,needs_info,0.747,0,medium,route_or_clarify,clarify,0.7247,1,1,0,1,1,3,0,0,0,0,0,1.0
300581,info_needed,217,41,0,0,2,1,0,0,1,0.0,72.0,0.0318,3,76.77,needs_info,0.4414,1,low,clarify_first,clarify,0.7931,1,0,0,0,0,0,0,0,0,0,0,1.0
300572,endgame-plan,3032,524,0,0,2,2,0,0,1,0.0,72.0,0.051,4,167.88,build_infra,0.5862,1,low,clarify_first,route_infra,0.925,1,1,0,0,0,1,0,0,1,0,1,0.5
300561,triage,133,24,1,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6717,0,medium,route_or_clarify,clarify,0.8816,1,0,0,0,0,0,0,0,0,0,0,1.0
300553,info_needed,186,31,0,0,3,2,0,0,1,0.0,72.0,0.0573,4,78.79,needs_info,0.5652,1,low,clarify_first,clarify,0.8599,1,0,0,0,0,0,0,0,0,0,0,1.0
300549,triage,1095,142,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.4667,1,low,clarify_first,clarify,0.9137,1,1,0,1,1,3,0,0,0,0,0,1.0
300548,unlabelled,1505,181,0,0,1,0,0,0,0,0.9996,72.0,0.0064,1,0.02,other,0.7336,0,medium,route_or_clarify,clarify,0.0458,0,1,0,1,1,3,0,0,0,0,0,1.0
300545,bug,584,109,0,0,2,2,0,0,1,0.0,48.0,0.051,3,80.5,needs_info,0.3343,1,low,clarify_first,clarify,0.1863,0,0,0,0,0,0,0,0,0,0,0,1.0
300542,unlabelled,1405,177,0,0,0,0,0,0,0,0.9988,72.0,0.0,0,-1.0,other,0.7518,0,medium,route_or_clarify,clarify,0.0187,0,1,0,1,1,3,0,0,0,0,0,1.0
300536,bug,2234,359,1,1,2,2,0,1,0,0.2756,48.0,0.051,4,32.15,bug,0.6689,0,medium,route_or_clarify,route_technical,0.1362,0,1,0,1,0,2,0,1,0,0,1,0.6667
300530,triage,2005,326,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.7293,0,medium,route_or_clarify,clarify,0.735,1,1,0,1,1,3,0,0,0,0,0,1.0
300526,triage,1256,150,1,0,0,1,0,0,0,0.9992,24.0,0.0191,1,-1.0,needs_info,0.7168,0,medium,route_or_clarify,clarify,0.1661,0,1,0,1,1,3,0,0,0,0,0,1.0
300523,triage,1474,160,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6319,0,medium,route_or_clarify,clarify,0.8168,1,1,0,1,1,3,0,0,0,0,0,1.0
300516,triage,144,25,1,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6301,0,medium,route_or_clarify,clarify,0.9568,1,0,0,0,0,0,0,0,0,0,0,1.0
300512,triage,1614,223,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.3709,1,low,clarify_first,clarify,0.7232,1,1,0,1,1,3,0,0,0,0,0,1.0
300511,invalid,133,23,1,0,1,0,0,0,0,0.9997,72.0,0.0064,1,0.01,other,0.4835,1,low,clarify_first,clarify,0.0544,0,0,0,0,0,0,0,0,0,0,0,1.0
300510,info_needed,1563,223,0,0,4,1,0,0,1,0.0,72.0,0.0446,3,22.63,needs_info,0.6826,0,medium,route_or_clarify,clarify,0.3209,0,1,0,1,1,3,0,0,0,0,0,1.0
300509,triage,1332,153,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,duplicate,0.4737,1,low,clarify_first,route_duplicate,0.8584,1,1,0,1,1,3,0,0,0,0,0,1.0
300508,triage,1663,201,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6051,0,medium,route_or_clarify,clarify,0.7906,1,1,0,1,1,3,0,0,0,0,0,1.0
300507,unlabelled,42,7,0,1,5,2,0,1,0,0.3031,72.0,0.0701,4,1.17,other,0.5123,1,low,clarify_first,clarify,0.079,0,0,0,0,0,0,0,0,0,0,0,1.0
300503,unlabelled,1295,180,0,0,0,0,0,0,0,0.9996,72.0,0.0,0,-1.0,other,0.5583,1,low,clarify_first,clarify,0.028,0,1,0,1,1,3,0,0,0,0,0,1.0
300502,bug,3593,274,0,1,4,1,0,1,0,0.8235,48.0,0.0446,3,0.06,bug,0.5742,1,low,clarify_first,route_technical,0.052,0,1,0,1,1,3,0,1,0,0,1,0.6667
300500,bug,426,71,0,0,2,1,0,0,0,0.6292,48.0,0.0318,3,0.61,bug,0.5933,1,low,clarify_first,route_technical,0.1324,0,1,0,1,0,2,0,1,0,0,1,0.6667
300482,released,197,35,0,0,2,3,0,0,0,0.2506,72.0,0.0701,5,4.01,other,0.5069,1,low,clarify_first,clarify,0.2216,0,0,0,0,0,0,0,0,0,0,0,1.0
300481,triage,1097,139,0,0,6,0,0,0,1,0.0,24.0,0.0382,3,0.33,needs_info,0.7453,0,medium,route_or_clarify,clarify,0.8272,1,1,0,1,1,3,0,0,0,0,0,1.0
300480,released,717,117,1,0,1,2,0,0,1,0.0,72.0,0.0446,3,78.3,other,0.5531,1,low,clarify_first,clarify,0.8891,1,0,0,0,0,0,0,0,0,0,0,1.0
300479,info_needed,262,47,1,0,0,1,0,0,1,0.0,72.0,0.0191,1,-1.0,needs_info,0.7309,0,medium,route_or_clarify,clarify,0.8081,1,0,0,0,0,0,0,0,0,0,0,1.0
300476,triage,1062,133,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.753,0,medium,route_or_clarify,clarify,0.8823,1,1,0,1,1,3,0,0,0,0,0,1.0
300471,triage,1153,147,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.7143,0,medium,route_or_clarify,clarify,0.8935,1,1,0,1,1,3,0,0,0,0,0,1.0
300462,triage,1105,140,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.734,0,medium,route_or_clarify,clarify,0.9152,1,1,0,1,1,3,0,0,0,0,0,1.0
300451,triage,1063,140,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6275,0,medium,route_or_clarify,clarify,0.9022,1,1,0,1,1,3,0,0,0,0,0,1.0
300449,billing,856,126,0,0,0,0,0,0,0,0.9992,24.0,0.0,0,-1.0,billing,0.5007,1,low,clarify_first,route_billing,0.4278,0,1,0,1,0,2,0,0,0,0,0,1.0
300446,bug,4934,294,0,1,5,2,0,1,0,0.6235,48.0,0.0701,5,1.78,bug,0.5293,1,low,clarify_first,route_technical,0.0405,0,1,0,1,1,3,0,1,0,0,1,0.6667
300441,invalid,126,23,1,0,1,0,0,0,0,0.9997,72.0,0.0064,1,0.0,needs_info,0.4551,1,low,clarify_first,clarify,0.0334,0,0,0,0,0,0,0,0,0,0,0,1.0
300427,triage,1073,139,0,0,0,0,0,0,1,0.0,24.0,0.0,0,-1.0,needs_info,0.6712,0,medium,route_or_clarify,clarify,0.9102,1,1,0,1,1,3,0,0,0,0,0,1.0
300421,unlabelled,1325,171,0,0,0,0,0,0,0,0.9997,72.0,0.0,0,-1.0,other,0.684,0,medium,route_or_clarify,clarify,0.0191,0,1,0,1,1,3,0,0,0,0,0,1.0
